"<HEADER software/>"
EwEVersion,"6.7.0.17300 (compiled 6/04/2021)"
Date,"29/06/2021 4:46:24 PM"
"<HEADER ecopath/>"
ModelName,SEF2021
"<HEADER ecosim/>"
EcosimScenario,"zero fishing"
TimeSeries,-
StartYear,1994
"<HEADER end/>"

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2024,0.02200086,0.02071137,0.1223274,0.8038724,0.803796,0.291322,0.09825322,0.1614997,0.3401527,0.3345163,0.4621464,0.09185056,0.3418231,0.3978553,0.5094335,0.2103518,0.1316465,0.7568197,0.2303818,0.2960311,0.5063384,0.6008322,0.7066289,0.6453959,0.5760886,0.3795368,0.7872698,0.1941501,0.1989761,0.1690515,0.1641662,0.2190655,0.2444657,0.2999015,0.5378875,0.3848591,0.2996547,0.2964348,0.4973079,0.1528983,0.8933911,0.4387054,0.2858859,0.1229733,0.3389466,2.826354,2.267759,7.546493,1.604181,2.475158,6.019629,48.2221,5.173159,4.901279,19.88336,299.1184,4.392929,0,0
2025,0.02200641,0.02070556,0.1223137,0.8035651,0.8033678,0.2913364,0.09814688,0.1613869,0.3399501,0.3343198,0.4619733,0.09175187,0.3417518,0.3977815,0.509349,0.2101437,0.1316371,0.7562584,0.2303437,0.2959575,0.5064884,0.6014388,0.7055077,0.6451951,0.5761872,0.379843,0.7869577,0.1941253,0.1990122,0.1689744,0.1639725,0.2189276,0.2444656,0.3004037,0.5381984,0.3849019,0.2996342,0.2963095,0.4974561,0.152928,0.8942658,0.438278,0.2858945,0.1228925,0.3388377,2.83221,2.265996,7.548156,1.603712,2.475659,6.012545,48.22731,5.168146,4.895892,19.88441,299.1364,4.391949,0,0
2026,0.02200787,0.02069964,0.1222982,0.8032713,0.8029759,0.2913493,0.09802828,0.1612797,0.339757,0.3341144,0.4618156,0.09165129,0.3416554,0.3976833,0.5092606,0.2099291,0.1316291,0.7556546,0.2303064,0.2958828,0.5066313,0.6020036,0.7044628,0.6450054,0.5762801,0.3801297,0.7865784,0.1941186,0.1990458,0.1688953,0.1637895,0.2187972,0.2444657,0.30088,0.5384976,0.3849556,0.2996137,0.2961992,0.4975948,0.1529547,0.8950694,0.4378673,0.2858943,0.1228028,0.3387233,2.8377,2.264351,7.549752,1.603274,2.476134,6.00596,48.23196,5.163452,4.89085,19.88542,299.1531,4.391017,0,0
2027,0.02200555,0.02069365,0.1222811,0.8029909,0.8026171,0.2913608,0.09789873,0.1611782,0.3395735,0.3339027,0.4616717,0.09154958,0.3415382,0.3975649,0.5091687,0.2097102,0.1316222,0.7550179,0.2302701,0.2958077,0.5067676,0.6025301,0.7034897,0.6448265,0.5763674,0.3803978,0.7861433,0.1941275,0.1990771,0.1688144,0.1636169,0.2186739,0.2444659,0.3013307,0.5387857,0.3850181,0.2995932,0.2961023,0.497725,0.1529788,0.8958085,0.4374722,0.2858861,0.1227053,0.338605,2.842843,2.262815,7.551279,1.602864,2.476583,5.999834,48.23608,5.159062,4.886128,19.88639,299.1686,4.390132,0,0
2028,0.02199979,0.02068765,0.1222624,0.8027235,0.8022881,0.2913709,0.09775946,0.1610823,0.3393994,0.3336866,0.4615405,0.09144741,0.3414038,0.3974298,0.5090744,0.209489,0.1316163,0.7543566,0.2302351,0.2957325,0.5068976,0.6030211,0.702584,0.6446578,0.5764495,0.3806486,0.7856627,0.1941501,0.1991063,0.1687322,0.1634541,0.2185575,0.2444662,0.3017559,0.5390637,0.3850876,0.2995729,0.2960175,0.4978473,0.1530004,0.8964888,0.4370923,0.2858711,0.1226006,0.3384838,2.847659,2.26138,7.552742,1.602482,2.477007,5.994137,48.23973,5.154955,4.881706,19.88733,299.183,4.38929,0,0
2029,0.02199087,0.02068167,0.1222425,0.802469,0.8019855,0.2913799,0.09761154,0.160992,0.3392349,0.3334682,0.461421,0.09134533,0.3412555,0.3972812,0.5089783,0.2092669,0.1316113,0.7536778,0.2302013,0.2956575,0.5070212,0.6034792,0.7017413,0.644499,0.5765264,0.3808831,0.7851451,0.1941845,0.1991333,0.1686489,0.1633007,0.2184475,0.2444665,0.3021564,0.539332,0.3851626,0.2995528,0.2959434,0.4979624,0.1530199,0.8971156,0.4367269,0.2858499,0.1224896,0.3383609,2.852164,2.260043,7.554141,1.602125,2.477405,5.988833,48.24296,5.15112,4.877562,19.88823,299.1964,4.38849,0,0
2030,0.02197911,0.02067572,0.1222214,0.8022265,0.8017065,0.2913878,0.09745606,0.1609071,0.3390795,0.3332488,0.4613121,0.09124383,0.3410961,0.3971218,0.5088809,0.2090453,0.1316069,0.7529879,0.2301689,0.295583,0.5071391,0.6039068,0.7009582,0.6443495,0.5765986,0.3811023,0.7845985,0.1942289,0.1991583,0.1685648,0.1631562,0.2183439,0.244467,0.3025328,0.5395911,0.3852416,0.2995331,0.295879,0.498071,0.1530376,0.8976938,0.4363754,0.2858234,0.122373,0.3382369,2.856376,2.258796,7.555476,1.601791,2.47778,5.983898,48.2458,5.147536,4.873675,19.8891,299.2088,4.387731,0,0
2031,0.02196474,0.02066982,0.1221993,0.8019955,0.801448,0.2913947,0.09729394,0.1608274,0.3389331,0.33303,0.461213,0.09114333,0.3409282,0.3969541,0.5087827,0.2088254,0.131603,0.7522922,0.2301379,0.2955092,0.5072513,0.6043062,0.7002308,0.6442089,0.5766661,0.381307,0.7840297,0.1942819,0.1991815,0.1684801,0.1630204,0.2182461,0.2444675,0.3028862,0.5398417,0.3853237,0.2995138,0.2958231,0.4981737,0.1530536,0.8982272,0.4360371,0.2857922,0.1222515,0.3381128,2.860311,2.257633,7.556753,1.60148,2.478131,5.979299,48.24832,5.144191,4.87003,19.88993,299.2203,4.387011,0,0
2032,0.02194802,0.020664,0.1221763,0.8017759,0.801208,0.2914007,0.09712607,0.1607528,0.3387954,0.3328127,0.4611229,0.09104421,0.3407538,0.3967803,0.5086841,0.208608,0.1315996,0.7515952,0.2301083,0.2954364,0.507358,0.6046795,0.6995559,0.644077,0.5767292,0.3814982,0.7834449,0.1943422,0.199203,0.1683951,0.1628926,0.2181541,0.2444681,0.3032174,0.5400839,0.3854079,0.299495,0.2957749,0.4982709,0.1530683,0.8987198,0.4357115,0.2857569,0.1221256,0.3379892,2.863983,2.256549,7.557971,1.60119,2.47846,5.975015,48.2505,5.141071,4.866611,19.89071,299.231,4.386328,0,0
2033,0.02192918,0.02065827,0.1221526,0.8015668,0.8009837,0.2914059,0.09695331,0.1606831,0.3386661,0.3325981,0.461041,0.09094673,0.340575,0.3966021,0.5085855,0.2083941,0.1315966,0.7509012,0.2300802,0.2953647,0.5074596,0.6050283,0.6989302,0.6439533,0.5767882,0.3816769,0.7828494,0.1944085,0.1992229,0.16831,0.1627726,0.2180677,0.2444687,0.3035274,0.5403183,0.3854935,0.2994766,0.2957335,0.4983629,0.1530816,0.8991756,0.4353981,0.2857179,0.121996,0.3378668,2.867408,2.255539,7.559133,1.60092,2.478769,5.971023,48.25241,5.138163,4.863401,19.89146,299.2409,4.385684,0,0
2034,0.02190843,0.02065263,0.1221282,0.8013678,0.8007734,0.2914104,0.0967764,0.160618,0.3385446,0.3323869,0.4609666,0.09085117,0.3403932,0.3964211,0.508487,0.2081843,0.1315939,0.7502134,0.2300535,0.2952942,0.5075563,0.6053545,0.6983506,0.6438374,0.5768432,0.3818436,0.7822477,0.1944798,0.1992412,0.1682249,0.1626599,0.2179865,0.2444694,0.3038174,0.5405452,0.3855796,0.2994588,0.2956982,0.4984504,0.1530938,0.899597,0.4350963,0.2856758,0.1218632,0.3377459,2.8706,2.254598,7.56024,1.600667,2.479058,5.967301,48.25408,5.135454,4.860388,19.89217,299.2501,4.385074,0,0
2035,0.02188598,0.02064708,0.1221032,0.8011785,0.8005753,0.291414,0.09659601,0.1605572,0.3384307,0.3321797,0.4608991,0.09075772,0.3402099,0.3962389,0.5083892,0.207979,0.1315914,0.7495346,0.2300281,0.295225,0.5076481,0.6056595,0.6978143,0.643729,0.5768946,0.3819993,0.781644,0.1945554,0.1992581,0.16814,0.1625542,0.2179105,0.2444702,0.3040881,0.5407647,0.385666,0.2994417,0.2956682,0.4985337,0.153105,0.8999874,0.4348055,0.285631,0.1217277,0.3376271,2.873571,2.253721,7.561295,1.600432,2.479328,5.96383,48.25551,5.132932,4.857559,19.89284,299.2586,4.3845,0,0
2036,0.021862,0.02064163,0.1220778,0.8009982,0.8003878,0.2914171,0.09641281,0.1605007,0.3383241,0.3319772,0.4608379,0.09066657,0.3400264,0.3960564,0.5082921,0.2077788,0.131589,0.7488675,0.230004,0.2951574,0.5077353,0.6059448,0.6973189,0.6436276,0.5769427,0.3821445,0.7810418,0.1946343,0.1992738,0.1680555,0.1624552,0.2178392,0.244471,0.3043409,0.5409773,0.385752,0.2994251,0.2956432,0.498613,0.1531153,0.900349,0.4345254,0.2855839,0.1215899,0.3375106,2.876334,2.252906,7.5623,1.600213,2.479582,5.960592,48.25675,5.130589,4.8549,19.89347,299.2664,4.383958,0,0
2037,0.02183666,0.02063628,0.122052,0.8008263,0.8002093,0.2914197,0.09622736,0.160448,0.3382241,0.3317798,0.4607824,0.09057785,0.3398437,0.3958749,0.5081961,0.207584,0.1315868,0.7482138,0.2299812,0.2950913,0.5078183,0.6062115,0.6968615,0.6435333,0.5769873,0.38228,0.7804441,0.1947159,0.1992882,0.1679714,0.1623624,0.2177727,0.2444717,0.3045765,0.5411834,0.3858373,0.2994092,0.2956223,0.4986888,0.1531248,0.9006843,0.4342555,0.2855347,0.1214503,0.3373967,2.878901,2.252147,7.563255,1.600009,2.479818,5.957571,48.2578,5.12841,4.852404,19.89407,299.2738,4.38345,0,0
2038,0.02181013,0.02063105,0.1220259,0.8006625,0.8000389,0.2914216,0.09604017,0.1603989,0.3381306,0.3315878,0.4607322,0.09049165,0.3396627,0.3956951,0.5081012,0.2073949,0.1315847,0.7475753,0.2299597,0.2950268,0.507897,0.6064609,0.6964399,0.6434451,0.577029,0.3824064,0.7798534,0.1947997,0.1993015,0.1678879,0.1622756,0.2177107,0.2444725,0.304796,0.5413827,0.3859217,0.2993939,0.2956053,0.4987611,0.1531336,0.9009957,0.4339953,0.2854839,0.1213091,0.3372857,2.881284,2.251441,7.564163,1.599819,2.48004,5.954754,48.25868,5.126388,4.850058,19.89463,299.2805,4.382972,0,0
2039,0.02178254,0.0206259,0.1219996,0.8005064,0.7998754,0.2914231,0.09585178,0.1603533,0.3380431,0.3314015,0.4606868,0.09040809,0.3394842,0.3955179,0.5080075,0.2072117,0.1315826,0.7469534,0.2299393,0.294964,0.5079717,0.606694,0.6960519,0.6433632,0.577068,0.3825244,0.779272,0.1948851,0.1993137,0.1678051,0.1621945,0.2176528,0.2444734,0.3050005,0.541576,0.3860048,0.2993792,0.2955918,0.4988305,0.1531418,0.9012847,0.4337445,0.2854318,0.1211669,0.3371778,2.883492,2.250785,7.565026,1.599642,2.480247,5.952126,48.25942,5.124513,4.847853,19.89516,299.2868,4.382524,0,0
2040,0.02175404,0.02062086,0.1219731,0.8003576,0.7997181,0.2914241,0.09566263,0.1603108,0.3379612,0.3312211,0.4606459,0.09032717,0.3393088,0.3953438,0.5079152,0.2070344,0.1315805,0.7463492,0.22992,0.294903,0.5080425,0.6069119,0.6956954,0.6432871,0.5771043,0.3826343,0.7787015,0.1949716,0.199325,0.167723,0.1621187,0.2175991,0.2444742,0.3051907,0.5417633,0.3860865,0.2993652,0.2955813,0.498897,0.1531495,0.9015533,0.4335026,0.2853785,0.1210238,0.337073,2.885537,2.250175,7.565846,1.599478,2.48044,5.949674,48.26003,5.122776,4.845781,19.89565,299.2926,4.382104,0,0
2041,0.02172475,0.02061592,0.1219465,0.8002157,0.7995664,0.2914248,0.09547309,0.1602714,0.3378844,0.3310468,0.4606089,0.09024893,0.339137,0.3951733,0.5078245,0.2068633,0.1315785,0.7457633,0.2299017,0.2948436,0.5081096,0.6071156,0.6953682,0.6432166,0.5771381,0.3827369,0.7781436,0.1950589,0.1993355,0.1676419,0.162048,0.2175492,0.2444751,0.3053674,0.5419448,0.3861667,0.2993519,0.2955736,0.4989608,0.1531567,0.9018033,0.4332693,0.2853243,0.1208803,0.3369716,2.887428,2.249609,7.566625,1.599325,2.480621,5.947387,48.2605,5.121169,4.843832,19.89611,299.2979,4.381713,0,0
2042,0.02169479,0.02061108,0.1219199,0.8000801,0.7994195,0.291425,0.09528358,0.1602347,0.3378126,0.3308786,0.4605756,0.09017345,0.3389694,0.3950069,0.5077354,0.2066982,0.1315764,0.7451965,0.2298845,0.2947861,0.5081732,0.6073059,0.6950688,0.6431512,0.5771696,0.3828325,0.7775998,0.1951467,0.1993451,0.1675617,0.1619821,0.217503,0.2444759,0.3055318,0.5421208,0.3862452,0.2993392,0.2955684,0.4990222,0.1531634,0.9020359,0.4330442,0.2852694,0.1207365,0.3368737,2.889174,2.249084,7.567364,1.599183,2.48079,5.945255,48.26089,5.119684,4.842001,19.89654,299.3029,4.381348,0,0
2043,0.02166425,0.02060632,0.1218932,0.7999507,0.7992766,0.2914249,0.09509436,0.1602005,0.3377455,0.3307167,0.4605456,0.09010071,0.3388063,0.3948451,0.5076479,0.2065394,0.1315743,0.7446494,0.2298682,0.2947303,0.5082332,0.6074836,0.6947951,0.6430909,0.577199,0.3829217,0.7770708,0.1952347,0.1993539,0.1674825,0.1619208,0.2174603,0.2444768,0.3056842,0.5422912,0.386322,0.2993272,0.2955654,0.4990813,0.1531698,0.9022526,0.432827,0.2852141,0.1205927,0.3367792,2.890784,2.248596,7.568063,1.599052,2.480948,5.943267,48.26117,5.118313,4.84028,19.89694,299.3074,4.381007,0,0
2044,0.02163324,0.02060166,0.1218667,0.7998271,0.7991378,0.2914245,0.0949058,0.1601687,0.3376826,0.330561,0.4605187,0.09003066,0.3386479,0.394688,0.5075623,0.2063867,0.1315722,0.744122,0.2298528,0.2946764,0.5082902,0.6076494,0.6945456,0.6430353,0.5772264,0.3830048,0.7765576,0.1953226,0.1993621,0.1674044,0.1618637,0.2174209,0.2444776,0.3058258,0.5424566,0.3863969,0.2993158,0.2955643,0.4991383,0.1531758,0.9024547,0.4326175,0.2851585,0.1204491,0.3366883,2.892266,2.248145,7.568727,1.59893,2.481096,5.941416,48.26137,5.11705,4.83866,19.8973,299.3116,4.38069,0,0
2045,0.02160184,0.02059709,0.1218401,0.7997087,0.7990026,0.2914238,0.09471815,0.1601392,0.3376236,0.3304115,0.4604946,0.08996334,0.3384946,0.3945358,0.5074784,0.2062401,0.13157,0.7436145,0.2298382,0.2946242,0.5083438,0.6078042,0.6943186,0.6429842,0.577252,0.3830822,0.7760608,0.1954102,0.1993697,0.1673275,0.1618107,0.2173847,0.2444785,0.305957,0.5426168,0.38647,0.2993051,0.2955651,0.4991932,0.1531815,0.9026431,0.4324151,0.2851027,0.120306,0.3366008,2.893628,2.247727,7.569355,1.598817,2.481233,5.93969,48.2615,5.115888,4.837138,19.89764,299.3155,4.380395,0,0
2046,0.02157016,0.0205926,0.1218138,0.7995957,0.7988706,0.2914229,0.09453166,0.1601116,0.3375683,0.3302682,0.4604729,0.08989868,0.3383464,0.3943888,0.5073965,0.2060995,0.1315677,0.743127,0.2298244,0.2945738,0.5083946,0.6079485,0.6941128,0.6429371,0.5772758,0.3831543,0.7755807,0.1954974,0.1993766,0.1672517,0.1617615,0.2173514,0.2444794,0.3060785,0.5427721,0.3865412,0.2992949,0.2955675,0.4992464,0.1531869,0.9028191,0.4322198,0.2850469,0.1201635,0.3365169,2.894877,2.24734,7.569951,1.598712,2.481362,5.938082,48.26154,5.11482,4.835707,19.89795,299.3191,4.380121,0,0
2047,0.02153824,0.02058819,0.1217875,0.7994877,0.7987416,0.2914217,0.09434655,0.1600859,0.3375164,0.3301309,0.4604535,0.08983668,0.3382035,0.394247,0.5073164,0.2059649,0.1315655,0.7426595,0.2298113,0.2945251,0.5084423,0.6080831,0.6939268,0.6428941,0.577298,0.3832216,0.7751181,0.195584,0.1993831,0.1671771,0.1617159,0.2173209,0.2444802,0.3061911,0.5429227,0.3866106,0.2992853,0.2955714,0.4992977,0.153192,0.9029832,0.4320313,0.2849913,0.1200219,0.3364365,2.89602,2.246982,7.570511,1.598615,2.481482,5.936588,48.26155,5.113842,4.834361,19.89824,299.3223,4.379868,0,0
2048,0.02150618,0.02058386,0.1217615,0.7993841,0.7986153,0.2914204,0.09416303,0.1600619,0.3374678,0.3299997,0.4604363,0.08977727,0.3380661,0.3941106,0.5072382,0.2058361,0.1315631,0.7422118,0.229799,0.2944783,0.5084875,0.6082083,0.693759,0.6428549,0.5773187,0.3832842,0.7746727,0.1956699,0.1993891,0.1671038,0.1616738,0.2172931,0.2444811,0.3062951,0.5430688,0.386678,0.2992763,0.2955766,0.4993474,0.153197,0.9031368,0.4318492,0.284936,0.1198812,0.3363595,2.897064,2.246652,7.571043,1.598526,2.481593,5.935198,48.26149,5.112947,4.833097,19.8985,299.3253,4.379634,0,0
2049,0.02147402,0.02057961,0.1217357,0.7992851,0.7984919,0.2914188,0.09398127,0.1600395,0.3374219,0.3298744,0.4604208,0.08972042,0.3379341,0.3939795,0.507162,0.205713,0.1315607,0.7417836,0.2297873,0.2944332,0.5085297,0.6083249,0.6936085,0.642819,0.577338,0.3833425,0.7742448,0.1957549,0.1993946,0.1670318,0.1616348,0.2172677,0.2444819,0.3063913,0.5432103,0.3867436,0.2992679,0.295583,0.4993955,0.1532017,0.9032804,0.4316733,0.2848811,0.1197416,0.336286,2.898016,2.246347,7.571545,1.598444,2.481697,5.933905,48.26139,5.112128,4.831909,19.89873,299.3281,4.379417,0,0
2050,0.02144182,0.02057543,0.1217101,0.7991901,0.7983708,0.2914171,0.09380143,0.1600185,0.3373789,0.3297549,0.460407,0.08966606,0.3378075,0.3938539,0.5070876,0.2055955,0.1315582,0.7413747,0.2297761,0.2943898,0.5085697,0.6084333,0.6934738,0.6427866,0.5773561,0.3833968,0.7738346,0.195839,0.1993998,0.1669611,0.1615989,0.2172447,0.2444827,0.3064801,0.5433475,0.3868073,0.2992601,0.2955905,0.4994421,0.1532062,0.9034149,0.4315034,0.2848266,0.1196032,0.3362159,2.898881,2.246067,7.572019,1.598368,2.481795,5.932705,48.26125,5.111383,4.830791,19.89895,299.3306,4.379218,0,0
2051,0.02140966,0.02057131,0.1216848,0.7990992,0.7982522,0.2914152,0.09362367,0.1599989,0.3373384,0.329641,0.4603948,0.08961415,0.3376863,0.3937335,0.5070154,0.2054835,0.1315557,0.7409847,0.2297656,0.2943481,0.508607,0.608534,0.6933541,0.6427571,0.577373,0.3834473,0.7734416,0.1959221,0.1994045,0.1668918,0.1615658,0.2172238,0.2444835,0.3065619,0.5434806,0.3868692,0.2992527,0.295599,0.4994872,0.1532106,0.9035406,0.4313394,0.2847728,0.1194661,0.3361491,2.899665,2.245808,7.572466,1.598298,2.481885,5.931591,48.26108,5.110707,4.829741,19.89914,299.3329,4.379035,0,0
2052,0.02137757,0.02056727,0.1216597,0.7990119,0.7981359,0.2914132,0.0934481,0.1599805,0.3373002,0.3295326,0.460384,0.08956462,0.3375707,0.3936186,0.506945,0.2053767,0.1315532,0.7406132,0.2297556,0.294308,0.5086421,0.6086276,0.6932481,0.6427306,0.5773886,0.3834943,0.773066,0.1960041,0.199409,0.1668237,0.1615355,0.2172051,0.2444844,0.3066372,0.5436096,0.3869293,0.299246,0.2956083,0.499531,0.1532148,0.9036586,0.4311809,0.2847196,0.1193305,0.3360854,2.900372,2.245571,7.572887,1.598234,2.481969,5.930558,48.26086,5.110094,4.828755,19.89931,299.335,4.378866,0,0
2053,0.02134559,0.02056328,0.121635,0.7989283,0.7980218,0.2914111,0.09327483,0.1599632,0.3372642,0.3294296,0.4603743,0.08951741,0.3374603,0.3935089,0.5068767,0.2052752,0.1315505,0.7402599,0.2297461,0.2942697,0.508675,0.6087143,0.6931551,0.6427068,0.5774034,0.3835381,0.7727074,0.1960849,0.1994131,0.1667571,0.1615076,0.2171882,0.2444851,0.3067065,0.5437346,0.3869876,0.2992397,0.2956185,0.4995735,0.1532188,0.9037688,0.4310277,0.2846671,0.1191965,0.336025,2.901009,2.245353,7.573283,1.598175,2.482047,5.9296,48.26064,5.10954,4.827828,19.89947,299.3369,4.37871,0,0
2054,0.02131377,0.02055935,0.1216105,0.798848,0.79791,0.2914088,0.09310397,0.159947,0.3372301,0.3293318,0.4603659,0.08947247,0.3373552,0.3934044,0.5068104,0.2051786,0.1315479,0.7399243,0.229737,0.2942328,0.5087057,0.6087947,0.6930739,0.6426855,0.577417,0.3835788,0.7723657,0.1961646,0.199417,0.1666919,0.1614821,0.2171731,0.2444859,0.3067701,0.5438558,0.3870442,0.2992339,0.2956295,0.4996148,0.1532228,0.9038725,0.4308797,0.2846155,0.1190641,0.3359676,2.90158,2.245153,7.573657,1.598121,2.48212,5.928715,48.26039,5.109042,4.826959,19.8996,299.3387,4.378568,0,0
2055,0.02128214,0.02055549,0.1215864,0.798771,0.7978001,0.2914065,0.09293559,0.1599316,0.3371979,0.329239,0.4603584,0.08942971,0.3372553,0.393305,0.5067458,0.2050869,0.1315452,0.7396059,0.2297285,0.2941976,0.5087345,0.608869,0.6930039,0.6426666,0.57743,0.3836166,0.7720405,0.196243,0.1994206,0.166628,0.1614588,0.2171597,0.2444867,0.3068284,0.5439731,0.387099,0.2992285,0.2956411,0.4996549,0.1532265,0.9039699,0.4307367,0.2845646,0.1189333,0.3359132,2.902089,2.244971,7.574008,1.598072,2.482188,5.927896,48.26013,5.108594,4.826142,19.89972,299.3403,4.378438,0,0
2056,0.02125075,0.02055168,0.1215627,0.7986972,0.7976925,0.2914041,0.09276977,0.1599172,0.3371675,0.3291511,0.4603518,0.08938909,0.3371605,0.3932106,0.5066834,0.2049999,0.1315424,0.7393042,0.2297203,0.2941639,0.5087612,0.6089378,0.6929442,0.64265,0.5774418,0.3836517,0.7717314,0.1963202,0.199424,0.1665655,0.1614376,0.2171478,0.2444875,0.3068818,0.5440871,0.3871522,0.2992236,0.2956533,0.4996937,0.1532302,0.9040613,0.4305985,0.2845148,0.1188044,0.3358617,2.902542,2.244804,7.574337,1.598028,2.48225,5.927141,48.25984,5.108196,4.825374,19.89982,299.3417,4.378319,0,0
2057,0.02121961,0.02054792,0.1215392,0.7986262,0.7975869,0.2914016,0.0926066,0.1599035,0.3371386,0.329068,0.460346,0.08935053,0.3370706,0.3931211,0.506623,0.2049175,0.1315397,0.7390186,0.2297125,0.2941317,0.5087861,0.6090012,0.6928937,0.6426354,0.577453,0.3836843,0.7714382,0.196396,0.1994272,0.1665044,0.1614183,0.2171373,0.2444882,0.3069305,0.5441974,0.3872038,0.2992191,0.295666,0.4997316,0.1532338,0.9041469,0.430465,0.2844658,0.1186773,0.335813,2.902941,2.244653,7.574647,1.597987,2.482309,5.926445,48.25954,5.107843,4.824655,19.8999,299.343,4.378211,0,0
2058,0.02118876,0.0205442,0.1215162,0.7985581,0.7974833,0.291399,0.09244607,0.1598906,0.3371112,0.3289895,0.4603409,0.08931398,0.3369856,0.3930365,0.5065643,0.2048395,0.1315369,0.7387488,0.2297051,0.2941009,0.5088093,0.6090598,0.6928521,0.6426228,0.5774635,0.3837147,0.7711604,0.1964705,0.1994302,0.1664447,0.1614009,0.2171282,0.2444889,0.3069749,0.5443044,0.3872539,0.299215,0.2956792,0.4997683,0.1532372,0.9042277,0.4303358,0.2844179,0.118552,0.3357671,2.90329,2.244514,7.574937,1.59795,2.482363,5.925803,48.25924,5.107531,4.82398,19.89997,299.3442,4.378113,0,0
2059,0.02115823,0.02054054,0.1214935,0.7984925,0.7973817,0.2913965,0.09228829,0.1598783,0.3370852,0.3289154,0.4603364,0.08927933,0.3369053,0.3929563,0.5065076,0.2047656,0.1315341,0.7384943,0.2296981,0.2940716,0.5088308,0.6091136,0.6928185,0.6426119,0.5774732,0.3837428,0.7708976,0.1965437,0.199433,0.1663864,0.1613852,0.2171203,0.2444897,0.3070152,0.5444079,0.3873023,0.2992114,0.2956929,0.499804,0.1532406,0.9043036,0.4302111,0.284371,0.1184286,0.3357238,2.903593,2.244389,7.575209,1.597917,2.482412,5.925213,48.25893,5.107257,4.823346,19.90003,299.3452,4.378023,0,0
2060,0.02112804,0.02053692,0.1214712,0.7984298,0.7972823,0.2913938,0.09213328,0.1598666,0.3370604,0.3288455,0.4603326,0.08924656,0.3368296,0.3928808,0.5064527,0.2046959,0.1315313,0.7382544,0.2296913,0.2940437,0.5088508,0.6091631,0.6927924,0.6426027,0.5774824,0.3837689,0.7706494,0.1966156,0.1994357,0.1663294,0.1613711,0.2171134,0.2444903,0.3070517,0.5445083,0.3873492,0.2992081,0.2957069,0.4998386,0.1532438,0.9043748,0.4300905,0.2843252,0.1183073,0.335683,2.903855,2.244276,7.575464,1.597888,2.482458,5.924673,48.25861,5.10702,4.822753,19.90008,299.3462,4.377942,0,0
2061,0.02109819,0.02053335,0.1214492,0.7983689,0.7971846,0.2913912,0.09198102,0.1598556,0.3370369,0.3287797,0.4603292,0.08921558,0.3367583,0.3928096,0.5063999,0.2046301,0.1315285,0.7380286,0.2296849,0.294017,0.5088692,0.6092085,0.692773,0.6425951,0.577491,0.3837931,0.7704152,0.1966861,0.1994382,0.1662739,0.1613585,0.2171077,0.244491,0.3070847,0.5446055,0.3873948,0.2992052,0.2957213,0.4998722,0.153247,0.9044419,0.4299739,0.2842804,0.1181878,0.3356446,2.904076,2.244174,7.575701,1.597861,2.482501,5.924179,48.25829,5.106816,4.822197,19.90011,299.347,4.377869,0,0
2062,0.02106872,0.02052981,0.1214277,0.7983108,0.7970889,0.2913885,0.09183162,0.159845,0.3370145,0.3287178,0.4603263,0.08918635,0.3366914,0.3927427,0.5063487,0.2045681,0.1315257,0.7378166,0.2296788,0.2939918,0.5088862,0.6092501,0.69276,0.6425888,0.5774991,0.3838155,0.7701947,0.1967552,0.1994406,0.1662197,0.1613472,0.217103,0.2444917,0.3071145,0.5446997,0.3874388,0.2992025,0.295736,0.4999049,0.1532501,0.9045051,0.4298612,0.2842368,0.1180704,0.3356086,2.904261,2.244083,7.575924,1.597837,2.48254,5.923724,48.25798,5.106643,4.821676,19.90014,299.3477,4.377803,0,0
2063,0.02103965,0.02052631,0.1214065,0.798255,0.7969955,0.2913857,0.091685,0.1598349,0.3369931,0.3286597,0.4603237,0.08915877,0.3366286,0.3926798,0.5062994,0.2045098,0.1315228,0.7376177,0.229673,0.2939677,0.5089018,0.6092881,0.6927526,0.6425839,0.5775066,0.3838363,0.7699876,0.196823,0.1994428,0.1661668,0.1613372,0.217099,0.2444924,0.307141,0.5447909,0.3874815,0.2992002,0.295751,0.4999367,0.1532531,0.9045644,0.4297523,0.2841942,0.1179551,0.335575,2.904413,2.244002,7.576131,1.597816,2.482576,5.923311,48.25766,5.106498,4.821189,19.90015,299.3484,4.377744,0,0
2064,0.02101097,0.02052285,0.1213857,0.798201,0.7969033,0.2913831,0.09154121,0.1598253,0.3369727,0.3286053,0.4603215,0.08913281,0.3365699,0.392621,0.5062518,0.204455,0.13152,0.7374315,0.2296674,0.2939449,0.5089162,0.6093227,0.6927505,0.6425802,0.5775138,0.3838555,0.7697932,0.1968894,0.199445,0.1661153,0.1613284,0.2170959,0.244493,0.3071648,0.5448791,0.3875228,0.2991982,0.2957662,0.4999675,0.153256,0.9046206,0.4296469,0.2841528,0.1178417,0.3355434,2.904534,2.243928,7.576324,1.597798,2.48261,5.922935,48.25734,5.106379,4.820732,19.90016,299.349,4.377692,0,0
