"<HEADER software/>"
EwEVersion,"6.7.0.17300 (compiled 6/04/2021)"
Date,"29/06/2021 4:46:24 PM"
"<HEADER ecopath/>"
ModelName,SEF2021
"<HEADER ecosim/>"
EcosimScenario,"zero fishing"
TimeSeries,-
StartYear,1994
"<HEADER end/>"

Data,Mortality

year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2065,0.02098271,0.02051943,0.1213653,0.798149,0.7968133,0.2913803,0.09140027,0.159816,0.3369532,0.3285543,0.4603196,0.08910837,0.3365149,0.3925659,0.506206,0.2044034,0.1315173,0.7372571,0.2296621,0.2939232,0.5089293,0.609354,0.692753,0.6425776,0.5775204,0.3838732,0.7696109,0.1969544,0.199447,0.1660651,0.1613208,0.2170935,0.2444937,0.3071858,0.5449647,0.3875629,0.2991965,0.2957816,0.4999973,0.1532588,0.9046734,0.4295452,0.2841125,0.1177305,0.3355139,2.904626,2.243864,7.576504,1.597782,2.482641,5.922595,48.25702,5.106285,4.820306,19.90015,299.3495,4.377645,0,0
2066,0.02095487,0.02051604,0.1213453,0.7980992,0.7967253,0.2913776,0.09126215,0.1598072,0.3369345,0.3285066,0.460318,0.08908541,0.3364638,0.3925144,0.5061619,0.2043551,0.1315145,0.7370943,0.229657,0.2939028,0.5089412,0.6093826,0.6927598,0.642576,0.5775266,0.3838896,0.7694404,0.1970181,0.199449,0.1660162,0.1613141,0.2170918,0.2444943,0.3072044,0.5450473,0.3876016,0.2991951,0.2957973,0.5000264,0.1532616,0.9047232,0.4294467,0.2840734,0.1176213,0.3354865,2.904693,2.243808,7.576672,1.597767,2.482669,5.922286,48.25671,5.106212,4.819907,19.90014,299.3499,4.377603,0,0
2067,0.02092748,0.02051267,0.1213257,0.7980512,0.7966391,0.2913748,0.09112686,0.1597987,0.3369167,0.3284622,0.4603165,0.08906388,0.3364161,0.3924665,0.5061194,0.2043098,0.1315118,0.7369428,0.2296521,0.2938834,0.5089521,0.6094084,0.6927705,0.6425753,0.5775325,0.3839047,0.7692814,0.1970804,0.1994509,0.1659687,0.1613085,0.2170907,0.2444949,0.3072206,0.5451274,0.3876392,0.2991939,0.295813,0.5000544,0.1532642,0.9047701,0.4293515,0.2840354,0.1175141,0.3354609,2.904735,2.243758,7.576828,1.597755,2.482694,5.922007,48.2564,5.106161,4.819534,19.90012,299.3503,4.377566,0,0
2068,0.02090052,0.02050934,0.1213064,0.7980049,0.7965546,0.2913722,0.09099438,0.1597905,0.3368995,0.3284207,0.4603153,0.0890437,0.3363719,0.3924221,0.5060785,0.2042676,0.131509,0.7368019,0.2296475,0.293865,0.5089619,0.6094317,0.6927847,0.6425756,0.5775379,0.3839186,0.7691333,0.1971414,0.1994526,0.1659224,0.1613037,0.2170901,0.2444955,0.3072346,0.5452048,0.3876754,0.299193,0.2958288,0.5000817,0.1532669,0.9048143,0.4292594,0.2839985,0.1174091,0.3354373,2.904756,2.243715,7.576971,1.597745,2.482718,5.921757,48.2561,5.106126,4.819187,19.90009,299.3505,4.377535,0,0
2069,0.02087401,0.02050603,0.1212876,0.7979602,0.796472,0.2913695,0.09086469,0.1597826,0.3368831,0.3283822,0.4603142,0.08902484,0.336331,0.3923807,0.5060394,0.2042281,0.1315064,0.7366713,0.229643,0.2938477,0.5089708,0.6094525,0.692802,0.6425766,0.5775431,0.3839314,0.7689958,0.1972011,0.1994543,0.1658773,0.1612997,0.21709,0.2444961,0.3072467,0.5452798,0.3877105,0.2991923,0.2958448,0.5001081,0.1532694,0.904856,0.4291705,0.2839627,0.1173061,0.3354152,2.904757,2.243678,7.577104,1.597736,2.482739,5.921532,48.25581,5.10611,4.818862,19.90006,299.3508,4.377507,0,0
2070,0.02084797,0.02050275,0.1212691,0.7979172,0.796391,0.2913668,0.0907378,0.159775,0.3368674,0.3283465,0.4603133,0.08900721,0.3362933,0.3923426,0.5060017,0.2041913,0.1315037,0.7365505,0.2296388,0.2938314,0.5089788,0.6094711,0.6928222,0.6425784,0.577548,0.3839432,0.7688681,0.1972594,0.199456,0.1658335,0.1612965,0.2170904,0.2444966,0.3072567,0.5453523,0.3877445,0.2991918,0.2958608,0.5001338,0.1532719,0.9048955,0.4290844,0.2839281,0.1172052,0.335395,2.904741,2.243647,7.577226,1.59773,2.482759,5.921332,48.25551,5.106109,4.81856,19.90003,299.351,4.377483,0,0
2071,0.02082237,0.0204995,0.1212511,0.7978758,0.796312,0.2913641,0.09061366,0.1597677,0.3368523,0.3283134,0.4603125,0.0889908,0.3362586,0.3923074,0.5059655,0.2041571,0.1315011,0.7364388,0.2296347,0.2938161,0.5089858,0.6094877,0.6928448,0.6425807,0.5775526,0.3839541,0.7687502,0.1973164,0.1994575,0.1657909,0.1612939,0.2170911,0.2444972,0.3072652,0.5454225,0.3877774,0.2991915,0.2958769,0.5001585,0.1532743,0.9049327,0.4290012,0.2838946,0.1171063,0.3353762,2.904708,2.243621,7.577341,1.597724,2.482776,5.921155,48.25523,5.106122,4.818279,19.89999,299.3511,4.377462,0,0
2072,0.02079725,0.02049628,0.1212334,0.797836,0.7962348,0.2913615,0.09049227,0.1597607,0.3368378,0.3282828,0.4603118,0.08897551,0.3362267,0.3922751,0.5059309,0.2041254,0.1314985,0.7363361,0.2296308,0.2938016,0.5089921,0.6095023,0.6928695,0.6425837,0.5775568,0.383964,0.7686414,0.1973722,0.199459,0.1657495,0.1612919,0.2170921,0.2444977,0.3072719,0.5454903,0.3878093,0.2991914,0.295893,0.5001824,0.1532766,0.9049678,0.4289207,0.2838623,0.1170095,0.335359,2.90466,2.2436,7.577446,1.59772,2.482793,5.921,48.25496,5.106147,4.818016,19.89994,299.3513,4.377446,0,0
2073,0.02077258,0.02049307,0.1212161,0.7977974,0.7961591,0.2913589,0.09037357,0.1597539,0.3368238,0.3282547,0.4603111,0.08896131,0.3361976,0.3922454,0.5058977,0.2040959,0.131496,0.7362418,0.229627,0.2937881,0.5089977,0.6095151,0.6928961,0.6425872,0.577561,0.3839731,0.7685415,0.1974266,0.1994604,0.1657092,0.1612905,0.2170935,0.2444983,0.3072772,0.5455558,0.38784,0.2991914,0.2959091,0.5002057,0.1532789,0.9050009,0.428843,0.283831,0.1169147,0.3353432,2.9046,2.243583,7.577541,1.597717,2.482807,5.920864,48.2547,5.106183,4.817772,19.89989,299.3513,4.377432,0,0
2074,0.02074838,0.02048989,0.1211992,0.7977605,0.7960853,0.2913563,0.09025759,0.1597473,0.3368104,0.3282288,0.4603106,0.08894816,0.3361712,0.3922183,0.5058659,0.2040688,0.1314934,0.7361555,0.2296235,0.2937753,0.5090025,0.6095263,0.6929245,0.6425911,0.5775649,0.3839814,0.7684498,0.1974798,0.1994618,0.1656701,0.1612897,0.2170951,0.2444988,0.307281,0.5456191,0.3878697,0.2991916,0.2959252,0.5002282,0.1532811,0.9050322,0.4287677,0.2838007,0.116822,0.3353288,2.904527,2.24357,7.577629,1.597715,2.48282,5.920744,48.25444,5.10623,4.817544,19.89984,299.3514,4.37742,0,0
2075,0.02072465,0.02048673,0.1211827,0.7977247,0.7960131,0.2913537,0.09014422,0.1597409,0.3367975,0.3282051,0.46031,0.088936,0.3361472,0.3921938,0.5058355,0.2040437,0.131491,0.7360768,0.2296201,0.2937634,0.5090066,0.6095359,0.6929541,0.6425954,0.5775685,0.3839889,0.7683663,0.1975318,0.1994631,0.1656321,0.1612893,0.2170969,0.2444993,0.3072836,0.5456803,0.3878985,0.299192,0.2959412,0.5002497,0.1532833,0.9050618,0.4286949,0.2837715,0.1167312,0.3353157,2.904445,2.243561,7.577709,1.597714,2.482832,5.920644,48.25419,5.106286,4.817334,19.89978,299.3514,4.37741,0,0
2076,0.02070138,0.02048359,0.1211665,0.7976903,0.7959425,0.2913512,0.09003351,0.1597348,0.3367851,0.3281834,0.4603095,0.08892479,0.3361256,0.3921715,0.5058063,0.2040207,0.1314886,0.7360054,0.2296168,0.2937523,0.5090101,0.6095441,0.6929849,0.6426,0.5775719,0.3839959,0.7682901,0.1975825,0.1994644,0.1655953,0.1612893,0.2170989,0.2444998,0.307285,0.5457395,0.3879263,0.2991925,0.2959572,0.5002707,0.1532853,0.9050899,0.4286247,0.2837434,0.1166424,0.3353038,2.904353,2.243555,7.577782,1.597715,2.482842,5.920559,48.25395,5.10635,4.817139,19.89972,299.3514,4.377405,0,0
2077,0.02067858,0.02048047,0.1211507,0.7976573,0.7958735,0.2913487,0.08992539,0.1597288,0.3367732,0.3281638,0.460309,0.08891446,0.3361062,0.3921515,0.5057786,0.2039995,0.1314862,0.7359409,0.2296137,0.2937419,0.509013,0.609551,0.6930168,0.642605,0.5775752,0.3840022,0.7682214,0.197632,0.1994655,0.1655595,0.1612897,0.2171011,0.2445002,0.3072853,0.5457967,0.3879531,0.2991931,0.2959732,0.5002909,0.1532874,0.9051161,0.4285566,0.2837164,0.1165557,0.3352931,2.904253,2.243551,7.577848,1.597715,2.482852,5.920487,48.25371,5.106421,4.816957,19.89966,299.3513,4.3774,0,0
2078,0.02065625,0.02047737,0.1211352,0.7976252,0.7958066,0.2913463,0.08981983,0.159723,0.3367617,0.328146,0.4603085,0.088905,0.336089,0.3921336,0.505752,0.2039803,0.1314839,0.7358829,0.2296107,0.2937323,0.5090154,0.6095566,0.6930494,0.6426104,0.5775783,0.3840078,0.7681594,0.1976803,0.1994667,0.1655248,0.1612904,0.2171034,0.2445007,0.3072846,0.5458518,0.3879791,0.2991938,0.2959891,0.5003104,0.1532893,0.9051413,0.4284909,0.2836902,0.1164708,0.3352835,2.904145,2.243551,7.577908,1.597717,2.48286,5.92043,48.25349,5.106499,4.81679,19.8996,299.3513,4.377397,0,0
2079,0.02063438,0.02047428,0.1211201,0.7975942,0.7957408,0.2913439,0.08971678,0.1597174,0.3367507,0.3281299,0.460308,0.08889634,0.3360739,0.3921177,0.5057266,0.2039627,0.1314817,0.7358313,0.2296078,0.2937233,0.5090173,0.6095611,0.6930826,0.6426157,0.5775813,0.3840129,0.768104,0.1977274,0.1994678,0.1654911,0.1612914,0.2171059,0.2445012,0.307283,0.5459051,0.3880041,0.2991946,0.2960049,0.5003291,0.1532912,0.9051647,0.4284272,0.2836652,0.1163879,0.3352749,2.904033,2.243553,7.577963,1.59772,2.482867,5.920383,48.25328,5.106583,4.816635,19.89953,299.3513,4.377396,0,0
2080,0.02061296,0.02047122,0.1211054,0.7975643,0.7956766,0.2913415,0.08961622,0.159712,0.3367401,0.3281156,0.4603075,0.08888846,0.3360606,0.3921037,0.5057024,0.2039468,0.1314795,0.7357852,0.2296051,0.2937149,0.5090186,0.6095647,0.6931162,0.6426215,0.5775841,0.3840176,0.7680547,0.1977734,0.1994688,0.1654584,0.1612927,0.2171083,0.2445017,0.3072805,0.5459566,0.3880283,0.2991955,0.2960205,0.5003472,0.1532931,0.9051871,0.4283657,0.283641,0.1163069,0.3352673,2.903915,2.243558,7.578012,1.597722,2.482873,5.920349,48.25307,5.106671,4.816492,19.89946,299.3511,4.377396,0,0
2081,0.02059201,0.02046817,0.121091,0.7975357,0.7956141,0.2913392,0.08951812,0.1597068,0.3367299,0.3281027,0.4603071,0.08888131,0.3360491,0.3920915,0.5056794,0.2039323,0.1314773,0.7357447,0.2296025,0.2937072,0.5090196,0.6095673,0.6931501,0.6426274,0.5775869,0.3840217,0.7680111,0.1978182,0.1994698,0.1654267,0.1612943,0.2171109,0.2445021,0.3072773,0.5460061,0.3880516,0.2991965,0.2960361,0.5003646,0.1532949,0.9052082,0.4283061,0.2836178,0.1162278,0.3352607,2.903793,2.243565,7.578055,1.597726,2.482879,5.920324,48.25288,5.106762,4.816359,19.8994,299.3511,4.377398,0,0
2082,0.02057151,0.02046513,0.121077,0.7975078,0.7955529,0.2913369,0.0894224,0.1597017,0.3367201,0.3280914,0.4603066,0.08887482,0.3360393,0.3920809,0.5056574,0.2039194,0.1314752,0.7357095,0.2296,0.2937,0.5090201,0.609569,0.6931842,0.6426334,0.5775895,0.3840254,0.767973,0.197862,0.1994707,0.165396,0.161296,0.2171135,0.2445025,0.3072733,0.546054,0.3880742,0.2991975,0.2960515,0.5003814,0.1532966,0.9052281,0.4282486,0.2835955,0.1161505,0.3352549,2.903667,2.243573,7.578094,1.59773,2.482883,5.920309,48.25269,5.106857,4.816237,19.89933,299.3509,4.377401,0,0
2083,0.02055145,0.02046211,0.1210633,0.7974811,0.7954934,0.2913347,0.08932906,0.1596968,0.3367107,0.3280814,0.460306,0.08886903,0.3360312,0.392072,0.5056366,0.2039079,0.1314731,0.7356791,0.2295976,0.2936934,0.5090203,0.60957,0.6932183,0.6426394,0.577592,0.3840288,0.7679402,0.1979045,0.1994715,0.1653662,0.1612979,0.2171161,0.2445029,0.3072687,0.5461002,0.3880959,0.2991987,0.2960669,0.5003973,0.1532983,0.9052469,0.4281929,0.2835741,0.116075,0.3352499,2.90354,2.243582,7.578128,1.597735,2.482888,5.920303,48.25251,5.106955,4.816125,19.89926,299.3508,4.377405,0,0
2084,0.02053184,0.02045911,0.1210499,0.7974551,0.7954354,0.2913325,0.08923806,0.159692,0.3367015,0.3280728,0.4603055,0.08886383,0.3360246,0.3920646,0.5056167,0.2038977,0.1314711,0.7356533,0.2295953,0.2936874,0.5090201,0.6095701,0.6932523,0.6426457,0.5775943,0.3840316,0.7679122,0.1979461,0.1994724,0.1653373,0.1613,0.2171187,0.2445033,0.3072635,0.5461447,0.3881168,0.2991998,0.296082,0.5004128,0.1532999,0.9052648,0.4281391,0.2835536,0.1160014,0.3352457,2.90341,2.243594,7.578159,1.59774,2.482891,5.920303,48.25235,5.107054,4.816022,19.89919,299.3506,4.377409,0,0
2085,0.02051267,0.02045611,0.1210369,0.7974303,0.7953787,0.2913303,0.08914935,0.1596874,0.3366928,0.3280654,0.460305,0.08885922,0.3360193,0.3920585,0.5055978,0.2038887,0.1314692,0.735632,0.2295932,0.2936818,0.5090197,0.6095698,0.6932861,0.6426519,0.5775965,0.3840342,0.767889,0.1979865,0.1994731,0.1653093,0.1613021,0.2171213,0.2445037,0.3072579,0.5461877,0.3881371,0.2992011,0.296097,0.5004277,0.1533015,0.9052815,0.428087,0.2835339,0.1159296,0.3352422,2.903278,2.243606,7.578186,1.597745,2.482893,5.920311,48.25218,5.107155,4.815927,19.89912,299.3505,4.377416,0,0
2086,0.02049395,0.02045314,0.1210242,0.7974063,0.7953234,0.2913282,0.08906289,0.1596829,0.3366844,0.3280592,0.4603045,0.08885517,0.3360154,0.3920538,0.5055799,0.2038809,0.1314673,0.7356148,0.2295911,0.2936767,0.509019,0.6095687,0.6933196,0.642658,0.5775986,0.3840364,0.76787,0.1980259,0.1994738,0.1652822,0.1613044,0.2171239,0.2445041,0.3072517,0.546229,0.3881566,0.2992024,0.2961119,0.5004418,0.1533031,0.9052975,0.4280366,0.283515,0.1158594,0.3352394,2.903147,2.24362,7.578208,1.59775,2.482895,5.920326,48.25203,5.107256,4.81584,19.89905,299.3504,4.377423,0,0
2087,0.02047564,0.02045018,0.1210118,0.7973829,0.7952695,0.2913262,0.08897862,0.1596786,0.3366764,0.3280541,0.4603039,0.08885163,0.3360128,0.3920504,0.5055628,0.2038742,0.1314654,0.7356011,0.2295891,0.2936721,0.5090179,0.6095672,0.6933529,0.6426644,0.5776007,0.3840383,0.7678552,0.1980643,0.1994745,0.1652559,0.1613067,0.2171264,0.2445045,0.3072451,0.5462689,0.3881753,0.2992037,0.2961265,0.5004554,0.1533045,0.9053125,0.4279878,0.283497,0.115791,0.3352373,2.903013,2.243634,7.578227,1.597756,2.482897,5.920346,48.25189,5.107359,4.815761,19.89899,299.3502,4.37743,0,0
2088,0.02045777,0.02044723,0.1209997,0.7973604,0.795217,0.2913241,0.08889652,0.1596745,0.3366686,0.32805,0.4603032,0.08884858,0.3360113,0.3920481,0.5055467,0.2038685,0.1314636,0.7355914,0.2295873,0.2936679,0.5090167,0.6095651,0.6933854,0.6426706,0.5776027,0.38404,0.7678442,0.1981017,0.1994751,0.1652305,0.1613091,0.217129,0.2445048,0.3072382,0.5463074,0.3881935,0.299205,0.296141,0.5004684,0.153306,0.9053268,0.4279406,0.2834797,0.1157243,0.3352357,2.902881,2.243649,7.578243,1.597762,2.482898,5.920372,48.25174,5.107464,4.815689,19.89892,299.35,4.377438,0,0
2089,0.02044031,0.02044429,0.1209879,0.7973385,0.7951657,0.2913222,0.08881655,0.1596704,0.3366612,0.328047,0.4603026,0.08884601,0.336011,0.3920469,0.5055315,0.2038638,0.1314619,0.735585,0.2295855,0.2936641,0.5090151,0.6095627,0.6934175,0.6426768,0.5776047,0.3840414,0.7678369,0.1981381,0.1994757,0.1652058,0.1613116,0.2171314,0.2445052,0.3072309,0.5463445,0.3882109,0.2992064,0.2961553,0.5004808,0.1533074,0.9053403,0.4278951,0.2834632,0.1156593,0.3352347,2.90275,2.243665,7.578257,1.597768,2.482899,5.920401,48.25161,5.107566,4.815622,19.89885,299.3499,4.377447,0,0
2090,0.02042326,0.02044137,0.1209765,0.7973176,0.7951159,0.2913202,0.08873864,0.1596665,0.336654,0.3280447,0.4603019,0.08884385,0.3360116,0.3920468,0.505517,0.20386,0.1314602,0.7355816,0.2295838,0.2936607,0.5090135,0.6095598,0.6934491,0.6426829,0.5776066,0.3840425,0.7678328,0.1981736,0.1994762,0.1651819,0.161314,0.2171338,0.2445055,0.3072233,0.5463802,0.3882276,0.2992077,0.2961694,0.5004926,0.1533087,0.9053531,0.4278509,0.2834474,0.1155959,0.3352343,2.902619,2.243681,7.578268,1.597775,2.482899,5.920435,48.2515,5.107668,4.815563,19.89878,299.3496,4.377455,0,0
2091,0.02040663,0.02043846,0.1209653,0.7972975,0.7950675,0.2913184,0.0886628,0.1596627,0.3366472,0.3280434,0.4603012,0.08884212,0.3360133,0.3920475,0.5055032,0.2038571,0.1314585,0.7355811,0.2295822,0.2936577,0.5090117,0.6095567,0.69348,0.642689,0.5776083,0.3840434,0.7678317,0.1982081,0.1994766,0.1651588,0.1613165,0.2171361,0.2445058,0.3072156,0.5464144,0.3882438,0.2992091,0.2961833,0.5005041,0.15331,0.9053653,0.4278083,0.2834323,0.1155341,0.3352343,2.90249,2.243698,7.578276,1.597781,2.482899,5.920473,48.25138,5.107769,4.815508,19.89872,299.3495,4.377465,0,0
2092,0.0203904,0.02043556,0.1209544,0.7972779,0.7950201,0.2913165,0.08858898,0.1596591,0.3366406,0.3280428,0.4603003,0.08884073,0.3360158,0.3920492,0.5054903,0.2038549,0.131457,0.7355832,0.2295807,0.293655,0.5090095,0.6095532,0.6935101,0.6426951,0.5776102,0.3840442,0.7678337,0.1982416,0.1994771,0.1651364,0.161319,0.2171384,0.2445062,0.3072076,0.5464475,0.3882593,0.2992105,0.296197,0.5005148,0.1533113,0.9053769,0.4277668,0.2834178,0.1154739,0.3352347,2.902363,2.243715,7.578283,1.597787,2.482899,5.920513,48.25126,5.10787,4.815459,19.89866,299.3493,4.377474,0,0
2093,0.02037456,0.02043268,0.1209438,0.7972591,0.794974,0.2913147,0.08851711,0.1596556,0.3366344,0.328043,0.4602996,0.08883971,0.3360191,0.3920517,0.505478,0.2038535,0.1314554,0.7355881,0.2295793,0.2936526,0.5090074,0.6095495,0.6935394,0.6427011,0.5776119,0.3840448,0.7678385,0.1982743,0.1994774,0.1651148,0.1613214,0.2171405,0.2445065,0.3071994,0.5464793,0.3882742,0.2992119,0.2962105,0.5005252,0.1533125,0.9053876,0.427727,0.2834041,0.1154152,0.3352356,2.902238,2.243732,7.578285,1.597794,2.482898,5.920557,48.25117,5.107969,4.815414,19.89859,299.3492,4.377485,0,0
2094,0.02035911,0.0204298,0.1209335,0.7972409,0.7949292,0.291313,0.08844715,0.1596522,0.3366283,0.3280439,0.4602988,0.08883905,0.3360232,0.3920549,0.5054665,0.2038528,0.1314539,0.7355952,0.2295779,0.2936505,0.5090051,0.6095455,0.6935681,0.642707,0.5776135,0.3840451,0.7678457,0.1983061,0.1994777,0.1650938,0.1613239,0.2171426,0.2445068,0.3071911,0.5465099,0.3882886,0.2992133,0.2962238,0.500535,0.1533137,0.9053978,0.4276882,0.283391,0.115358,0.3352369,2.902116,2.243749,7.578289,1.5978,2.482897,5.920601,48.25108,5.108065,4.815374,19.89853,299.3489,4.377494,0,0
2095,0.02034405,0.02042694,0.1209234,0.7972233,0.7948856,0.2913113,0.08837909,0.159649,0.3366226,0.3280454,0.4602979,0.08883867,0.336028,0.3920589,0.5054557,0.2038528,0.1314524,0.7356045,0.2295765,0.2936488,0.5090026,0.6095415,0.6935959,0.6427127,0.5776151,0.3840454,0.7678553,0.198337,0.199478,0.1650735,0.1613262,0.2171445,0.2445071,0.3071826,0.5465393,0.3883024,0.2992147,0.2962369,0.5005443,0.1533148,0.9054076,0.4276508,0.2833784,0.1153024,0.3352385,2.901995,2.243767,7.57829,1.597807,2.482896,5.920648,48.25099,5.108161,4.815338,19.89847,299.3488,4.377505,0,0
2096,0.02032937,0.02042409,0.1209136,0.7972062,0.7948431,0.2913096,0.08831286,0.1596458,0.3366171,0.3280475,0.4602971,0.08883858,0.3360334,0.3920635,0.5054454,0.2038533,0.131451,0.7356157,0.2295753,0.2936472,0.5090002,0.6095372,0.6936228,0.6427183,0.5776168,0.3840455,0.7678669,0.1983671,0.1994783,0.1650539,0.1613286,0.2171465,0.2445074,0.3071741,0.5465676,0.3883156,0.2992161,0.2962497,0.5005531,0.1533159,0.9054169,0.4276146,0.2833665,0.1152482,0.3352404,2.901877,2.243784,7.578288,1.597813,2.482895,5.920697,48.25091,5.108254,4.815306,19.89841,299.3487,4.377515,0,0
2097,0.02031505,0.02042125,0.1209041,0.7971899,0.794802,0.291308,0.08824841,0.1596428,0.3366118,0.32805,0.4602962,0.08883875,0.3360393,0.3920687,0.5054356,0.2038544,0.1314496,0.7356286,0.2295741,0.2936459,0.5089975,0.6095327,0.6936489,0.6427239,0.5776182,0.3840454,0.7678805,0.1983963,0.1994785,0.1650349,0.1613309,0.2171482,0.2445077,0.3071655,0.5465947,0.3883283,0.2992174,0.2962624,0.5005614,0.153317,0.9054255,0.4275794,0.2833551,0.1151954,0.3352426,2.901763,2.243801,7.578285,1.597819,2.482893,5.920746,48.25083,5.108346,4.815277,19.89836,299.3484,4.377525,0,0
2098,0.0203011,0.02041843,0.1208949,0.797174,0.7947617,0.2913064,0.08818574,0.1596399,0.3366067,0.3280531,0.4602953,0.08883917,0.3360459,0.3920743,0.5054266,0.203856,0.1314483,0.7356433,0.2295731,0.2936449,0.5089948,0.6095282,0.693674,0.6427292,0.5776197,0.3840452,0.7678959,0.1984248,0.1994786,0.1650165,0.1613331,0.2171499,0.244508,0.307157,0.5466208,0.3883405,0.2992188,0.2962748,0.5005692,0.153318,0.9054339,0.4275455,0.2833443,0.115144,0.3352451,2.901651,2.243818,7.578281,1.597826,2.482891,5.920797,48.25077,5.108434,4.815251,19.8983,299.3483,4.377535,0,0
2099,0.0202875,0.02041561,0.1208858,0.7971585,0.7947226,0.2913049,0.08812479,0.1596371,0.336602,0.3280566,0.4602944,0.08883982,0.3360529,0.3920806,0.505418,0.203858,0.131447,0.7356594,0.229572,0.2936441,0.5089921,0.6095237,0.6936983,0.6427345,0.5776211,0.384045,0.7679131,0.1984524,0.1994787,0.1649987,0.1613352,0.2171515,0.2445082,0.3071483,0.546646,0.3883522,0.2992201,0.2962869,0.5005768,0.153319,0.9054418,0.4275127,0.283334,0.1150941,0.3352479,2.901543,2.243835,7.578278,1.597833,2.48289,5.920851,48.2507,5.108521,4.815228,19.89824,299.3481,4.377545,0,0
2100,0.02027426,0.02041281,0.1208771,0.7971439,0.7946844,0.2913034,0.08806553,0.1596344,0.3365974,0.3280606,0.4602935,0.08884069,0.3360603,0.3920872,0.50541,0.2038605,0.1314458,0.7356771,0.229571,0.2936434,0.5089895,0.6095192,0.6937217,0.6427396,0.5776227,0.3840447,0.7679317,0.1984792,0.1994788,0.1649815,0.1613373,0.217153,0.2445085,0.3071397,0.54667,0.3883635,0.2992214,0.2962989,0.5005838,0.1533199,0.9054492,0.4274808,0.2833242,0.1150454,0.3352508,2.901438,2.243851,7.57827,1.597839,2.482888,5.920904,48.25064,5.108605,4.815208,19.89819,299.348,4.377555,0,0
