year\group,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
2028,0.01419484,0.006179477,0.053218066,0.003360138,0.002210979,0.449744387,0.00901152,1.576821887,1.449070642,1.508251878,2.716489953,4.652998302,0.718188524,0.536911219,6.830853094,1.645562155,1.095916913,0.48196962,0.285289851,0.008367619,9.728967585,6.810825057,14.57778891,8.520774321,6.720317715,2.101843372,0.672893177,0.140944236,3.486441547,0.07652102,0.173495149,0.154825772,0.095690305,0.017981688,0.137537778,0.311007142,2.832692396,0.239494336,2.231899151,0.119555376,8.712953792,0.1406837,0.35657717,0.057362013,0.128131481,36.71560057,2.411890698,0.987872564,47.50391189,11.75601528,4.467080472,0.223536594,51.96325396,17.72939962,29.89270377,14.95697491,0.010162397,199.5974057,6.91E-02
2029,0.01422997,0.006184755,0.053507992,0.003371299,0.00224658,0.457838072,0.009142527,1.587179972,1.45622766,1.525163975,2.729944363,4.701602075,0.725964918,0.541061655,6.855248274,1.666419139,1.109152428,0.492222245,0.287636588,0.008452893,9.810649396,6.857619264,14.72695823,8.58436633,6.766303854,2.106096618,0.678786944,0.142085784,3.512328387,0.07730582,0.174080912,0.155743768,0.096563721,0.018154932,0.13832149,0.31215091,2.845319849,0.240846184,2.255746538,0.120892379,8.755870198,0.1409613,0.356653192,0.057891883,0.129563535,36.67765764,2.410835925,0.987694316,47.51015547,11.75845632,4.467694868,0.223496274,52.00334349,17.74846991,29.89048594,14.95569623,0.010164812,199.5857264,6.82E-02
2030,0.014265099,0.006190034,0.053797917,0.00338246,0.002282181,0.465931757,0.009273535,1.597538057,1.463384679,1.542076071,2.743398774,4.750205849,0.733741313,0.545212091,6.879643453,1.687276123,1.122387943,0.502474869,0.289983325,0.008538166,9.892331208,6.904413472,14.87612755,8.64795834,6.812289992,2.110349864,0.684680711,0.143227332,3.538215226,0.07809062,0.174666675,0.156661764,0.097437138,0.018328176,0.139105201,0.313294679,2.857947302,0.242198032,2.279593925,0.122229382,8.798786604,0.1412389,0.356729215,0.058421754,0.13099559,36.63971472,2.409781151,0.987516068,47.51639906,11.76089736,4.468309264,0.223455953,52.04343302,17.76754019,29.88826811,14.95441755,0.010167226,199.5740472,6.72E-02
2031,0.014300229,0.006195312,0.054087842,0.003393621,0.002317782,0.474025442,0.009404543,1.607896142,1.470541698,1.558988167,2.756853184,4.798809623,0.741517708,0.549362526,6.904038632,1.708133107,1.135623458,0.512727493,0.292330061,0.00862344,9.974013019,6.951207679,15.02529687,8.711550349,6.858276131,2.11460311,0.690574478,0.14436888,3.564102066,0.07887542,0.175252439,0.15757976,0.098310554,0.018501421,0.139888912,0.314438448,2.870574755,0.24354988,2.303441311,0.123566385,8.841703009,0.1415165,0.356805238,0.058951624,0.132427644,36.60177179,2.408726377,0.98733782,47.52264264,11.7633384,4.46892366,0.223415632,52.08352255,17.78661047,29.88605028,14.95313887,0.010169641,199.5623679,6.63E-02
2032,0.014335358,0.00620059,0.054377768,0.003404782,0.002353383,0.482119126,0.00953555,1.618254226,1.477698717,1.575900264,2.770307594,4.847413396,0.749294103,0.553512962,6.928433811,1.728990091,1.148858974,0.522980117,0.294676798,0.008708714,10.05569483,6.998001887,15.17446619,8.775142358,6.90426227,2.118856357,0.696468245,0.145510428,3.589988906,0.079660221,0.175838202,0.158497757,0.099183971,0.018674665,0.140672623,0.315582217,2.883202208,0.244901728,2.327288698,0.124903388,8.884619415,0.1417941,0.35688126,0.059481494,0.133859698,36.56382887,2.407671604,0.987159572,47.52888623,11.76577943,4.469538057,0.223375311,52.12361208,17.80568075,29.88383245,14.95186019,0.010172056,199.5506887,6.53E-02
2033,0.014370488,0.006205868,0.054667693,0.003415943,0.002388984,0.490212811,0.009666558,1.628612311,1.484855736,1.59281236,2.783762005,4.89601717,0.757070498,0.557663398,6.952828991,1.749847075,1.162094489,0.533232741,0.297023535,0.008793988,10.13737664,7.044796094,15.32363551,8.838734368,6.950248408,2.123109603,0.702362012,0.146651976,3.615875745,0.080445021,0.176423965,0.159415753,0.100057388,0.018847909,0.141456334,0.316725986,2.89582966,0.246253576,2.351136085,0.126240391,8.927535821,0.1420717,0.356957283,0.060011365,0.135291753,36.52588594,2.40661683,0.986981324,47.53512981,11.76822047,4.470152453,0.223334991,52.1637016,17.82475104,29.88161462,14.95058151,0.01017447,199.5390094,6.43E-02
2034,0.014405617,0.006211146,0.054957619,0.003427105,0.002424585,0.498306496,0.009797566,1.638970396,1.492012755,1.609724457,2.797216415,4.944620943,0.764846892,0.561813834,6.97722417,1.770704058,1.175330004,0.543485365,0.299370272,0.008879261,10.21905845,7.091590302,15.47280483,8.902326377,6.996234547,2.127362849,0.708255779,0.147793525,3.641762585,0.081229821,0.177009728,0.160333749,0.100930804,0.019021154,0.142240045,0.317869755,2.908457113,0.247605425,2.374983472,0.127577395,8.970452226,0.1423493,0.357033306,0.060541235,0.136723807,36.48794302,2.405562057,0.986803075,47.5413734,11.77066151,4.470766849,0.22329467,52.20379113,17.84382132,29.87939679,14.94930283,0.010176885,199.5273302,6.34E-02
2035,0.014440746,0.006216424,0.055247544,0.003438266,0.002460186,0.506400181,0.009928573,1.649328481,1.499169774,1.626636553,2.810670825,4.993224717,0.772623287,0.56596427,7.001619349,1.791561042,1.188565519,0.553737989,0.301717008,0.008964535,10.30074026,7.138384509,15.62197415,8.965918387,7.042220686,2.131616095,0.714149546,0.148935073,3.667649425,0.082014622,0.177595492,0.161251745,0.101804221,0.019194398,0.143023756,0.319013524,2.921084566,0.248957273,2.398830858,0.128914398,9.013368632,0.1426269,0.357109328,0.061071105,0.138155862,36.45000009,2.404507283,0.986624827,47.54761698,11.77310255,4.471381245,0.223254349,52.24388066,17.8628916,29.87717896,14.94802415,0.0101793,199.5156509,6.24E-02
2036,0.014475876,0.006221702,0.05553747,0.003449427,0.002495787,0.514493866,0.010059581,1.659686566,1.506326792,1.643548649,2.824125236,5.041828491,0.780399682,0.570114706,7.026014528,1.812418026,1.201801034,0.563990614,0.304063745,0.009049809,10.38242208,7.185178717,15.77114347,9.029510396,7.088206825,2.135869342,0.720043313,0.150076621,3.693536264,0.082799422,0.178181255,0.162169742,0.102677637,0.019367642,0.143807468,0.320157292,2.933712019,0.250309121,2.422678245,0.130251401,9.056285038,0.1429045,0.357185351,0.061600976,0.139587916,36.41205717,2.403452509,0.986446579,47.55386057,11.77554358,4.471995642,0.223214028,52.28397019,17.88196189,29.87496113,14.94674547,0.010181714,199.5039717,6.15E-02
2037,0.014511005,0.006226981,0.055827395,0.003460588,0.002531388,0.522587551,0.010190589,1.670044651,1.513483811,1.660460746,2.837579646,5.090432264,0.788176077,0.574265142,7.050409708,1.83327501,1.215036549,0.574243238,0.306410482,0.009135083,10.46410389,7.231972925,15.92031279,9.093102406,7.134192963,2.140122588,0.72593708,0.151218169,3.719423104,0.083584222,0.178767018,0.163087738,0.103551054,0.019540887,0.144591179,0.321301061,2.946339472,0.251660969,2.446525632,0.131588404,9.099201443,0.1431821,0.357261374,0.062130846,0.141019971,36.37411425,2.402397736,0.986268331,47.56010415,11.77798462,4.472610038,0.223173708,52.32405972,17.90103217,29.8727433,14.94546679,0.010184129,199.4922925,6.05E-02
2038,0.014546135,0.006232259,0.056117321,0.003471749,0.002566989,0.530681236,0.010321596,1.680402736,1.52064083,1.677372842,2.851034057,5.139036038,0.795952472,0.578415577,7.074804887,1.854131994,1.228272064,0.584495862,0.308757219,0.009220356,10.5457857,7.278767132,16.06948211,9.156694415,7.180179102,2.144375834,0.731830847,0.152359717,3.745309943,0.084369022,0.179352781,0.164005734,0.104424471,0.019714131,0.14537489,0.32244483,2.958966925,0.253012817,2.470373019,0.132925407,9.142117849,0.1434597,0.357337396,0.062660717,0.142452025,36.33617132,2.401342962,0.986090083,47.56634774,11.78042566,4.473224434,0.223133387,52.36414925,17.92010245,29.87052547,14.94418811,0.010186543,199.4806132,5.95E-02
2039,0.014581264,0.006237537,0.056407246,0.00348291,0.00260259,0.538774921,0.010452604,1.690760821,1.527797849,1.694284939,2.864488467,5.187639811,0.803728867,0.582566013,7.099200066,1.874988978,1.241507579,0.594748486,0.311103956,0.00930563,10.62746751,7.32556134,16.21865143,9.220286425,7.226165241,2.14862908,0.737724614,0.153501265,3.771196783,0.085153823,0.179938544,0.16492373,0.105297887,0.019887375,0.146158601,0.323588599,2.971594377,0.254364665,2.494220406,0.13426241,9.185034255,0.1437373,0.357413419,0.063190587,0.14388408,36.2982284,2.400288189,0.985911835,47.57259132,11.7828667,4.47383883,0.223093066,52.40423877,17.93917274,29.86830764,14.94290943,0.010188958,199.468934,5.86E-02
2040,0.014616394,0.006242815,0.056697172,0.003494071,0.002638191,0.546868606,0.010583612,1.701118906,1.534954868,1.711197035,2.877942877,5.236243585,0.811505261,0.586716449,7.123595245,1.895845962,1.254743094,0.60500111,0.313450692,0.009390904,10.70914932,7.372355547,16.36782075,9.283878434,7.272151379,2.152882326,0.743618381,0.154642813,3.797083623,0.085938623,0.180524308,0.165841726,0.106171304,0.02006062,0.146942312,0.324732368,2.98422183,0.255716513,2.518067792,0.135599413,9.22795066,0.1440149,0.357489442,0.063720457,0.145316134,36.26028547,2.399233415,0.985733587,47.57883491,11.78530774,4.474453226,0.223052745,52.4443283,17.95824302,29.86608981,14.94163075,0.010191373,199.4572547,5.76E-02
2041,0.014651523,0.006248093,0.056987097,0.003505232,0.002673792,0.554962291,0.010714619,1.711476991,1.542111887,1.728109132,2.891397288,5.284847358,0.819281656,0.590866885,7.147990425,1.916702946,1.267978609,0.615253734,0.315797429,0.009476178,10.79083113,7.419149755,16.51699008,9.347470443,7.318137518,2.157135573,0.749512148,0.155784361,3.822970462,0.086723423,0.181110071,0.166759723,0.10704472,0.020233864,0.147726023,0.325876137,2.996849283,0.257068361,2.541915179,0.136936416,9.270867066,0.1442925,0.357565464,0.064250328,0.146748188,36.22234255,2.398178642,0.985555339,47.58507849,11.78774877,4.475067623,0.223012425,52.48441783,17.9773133,29.86387198,14.94035208,0.010193787,199.4455755,5.67E-02
2042,0.014686652,0.006253371,0.057277023,0.003516394,0.002709393,0.563055975,0.010845627,1.721835075,1.549268906,1.745021228,2.904851698,5.333451132,0.827058051,0.595017321,7.172385604,1.93755993,1.281214125,0.625506358,0.318144166,0.009561451,10.87251294,7.465943962,16.6661594,9.411062453,7.364123657,2.161388819,0.755405915,0.156925909,3.848857302,0.087508224,0.181695834,0.167677719,0.107918137,0.020407108,0.148509734,0.327019906,3.009476736,0.258420209,2.565762566,0.138273419,9.313783472,0.1445701,0.357641487,0.064780198,0.148180243,36.18439962,2.397123868,0.985377091,47.59132208,11.79018981,4.475682019,0.222972104,52.52450736,17.99638358,29.86165415,14.9390734,0.010196202,199.4338962,5.57E-02
2043,0.014721782,0.00625865,0.057566948,0.003527555,0.002744994,0.57114966,0.010976634,1.73219316,1.556425925,1.761933324,2.918306108,5.382054906,0.834834446,0.599167757,7.196780783,1.958416914,1.29444964,0.635758982,0.320490903,0.009646725,10.95419475,7.51273817,16.81532872,9.474654462,7.410109795,2.165642065,0.761299682,0.158067458,3.874744142,0.088293024,0.182281597,0.168595715,0.108791554,0.020580353,0.149293445,0.328163675,3.022104189,0.259772058,2.589609953,0.139610423,9.356699877,0.1448477,0.357717509,0.065310068,0.149612297,36.1464567,2.396069094,0.985198842,47.59756566,11.79263085,4.476296415,0.222931783,52.56459689,18.01545387,29.85943632,14.93779472,0.010198617,199.422217,5.47E-02
2044,0.014756911,0.006263928,0.057856874,0.003538716,0.002780595,0.579243345,0.011107642,1.742551245,1.563582943,1.778845421,2.931760519,5.430658679,0.842610841,0.603318192,7.221175962,1.979273898,1.307685155,0.646011607,0.32283764,0.009731999,11.03587657,7.559532377,16.96449804,9.538246472,7.456095934,2.169895311,0.767193449,0.159209006,3.900630981,0.089077824,0.18286736,0.169513711,0.10966497,0.020753597,0.150077157,0.329307443,3.034731642,0.261123906,2.61345734,0.140947426,9.399616283,0.1451253,0.357793532,0.065839939,0.151044352,36.10851377,2.395014321,0.985020594,47.60380925,11.79507189,4.476910811,0.222891462,52.60468642,18.03452415,29.85721849,14.93651604,0.010201031,199.4105377,5.38E-02
2045,0.014792041,0.006269206,0.058146799,0.003549877,0.002816196,0.58733703,0.01123865,1.75290933,1.570739962,1.795757517,2.945214929,5.479262453,0.850387235,0.607468628,7.245571142,2.000130882,1.32092067,0.656264231,0.325184376,0.009817273,11.11755838,7.606326585,17.11366736,9.601838481,7.502082073,2.174148558,0.773087216,0.160350554,3.926517821,0.089862624,0.183453124,0.170431708,0.110538387,0.020926841,0.150860868,0.330451212,3.047359094,0.262475754,2.637304726,0.142284429,9.442532689,0.1454029,0.357869555,0.066369809,0.152476406,36.07057085,2.393959547,0.984842346,47.61005283,11.79751292,4.477525208,0.222851142,52.64477594,18.05359443,29.85500066,14.93523736,0.010203446,199.3988585,5.28E-02
2046,0.01482717,0.006274484,0.058436725,0.003561038,0.002851797,0.595430715,0.011369657,1.763267415,1.577896981,1.812669614,2.95866934,5.527866226,0.85816363,0.611619064,7.269966321,2.020987866,1.334156185,0.666516855,0.327531113,0.009902546,11.19924019,7.653120792,17.26283668,9.665430491,7.548068211,2.178401804,0.778980983,0.161492102,3.95240466,0.090647425,0.184038887,0.171349704,0.111411803,0.021100086,0.151644579,0.331594981,3.059986547,0.263827602,2.661152113,0.143621432,9.485449094,0.1456805,0.357945577,0.06689968,0.153908461,36.03262792,2.392904774,0.984664098,47.61629642,11.79995396,4.478139604,0.222810821,52.68486547,18.07266472,29.85278283,14.93395868,0.01020586,199.3871792,5.19E-02
2047,0.0148623,0.006279762,0.05872665,0.003572199,0.002887398,0.6035244,0.011500665,1.7736255,1.585054,1.82958171,2.97212375,5.57647,0.865940025,0.6157695,7.2943615,2.04184485,1.3473917,0.676769479,0.32987785,0.00998782,11.280922,7.699915,17.412006,9.7290225,7.59405435,2.18265505,0.78487475,0.16263365,3.9782915,0.091432225,0.18462465,0.1722677,0.11228522,0.02127333,0.15242829,0.33273875,3.072614,0.26517945,2.6849995,0.144958435,9.5283655,0.1459581,0.3580216,0.06742955,0.155340515,35.994685,2.39185,0.98448585,47.62254,11.802395,4.478754,0.2227705,52.724955,18.091735,29.850565,14.93268,0.010208275,199.3755,5.09E-02
2048,0.014897429,0.00628504,0.059016575,0.00358336,0.002922998,0.611618085,0.011631673,1.783983585,1.592211019,1.846493806,2.98557816,5.625073774,0.87371642,0.619919936,7.318756679,2.062701834,1.360627215,0.687022103,0.332224587,0.010073094,11.36260381,7.746709208,17.56117532,9.792614509,7.640040489,2.186908296,0.790768517,0.163775198,4.00417834,0.092217025,0.185210413,0.173185696,0.113158637,0.021446574,0.153212001,0.333882519,3.085241453,0.266531298,2.708846887,0.146295438,9.571281906,0.1462357,0.358097623,0.06795942,0.156772569,35.95674208,2.390795226,0.984307602,47.62878358,11.80483604,4.479368396,0.222730179,52.76504453,18.11080528,29.84834717,14.93140132,0.01021069,199.3638208,4.99E-02
2049,0.014932558,0.006290318,0.059306501,0.003594522,0.002958599,0.61971177,0.01176268,1.79434167,1.599368038,1.863405903,2.999032571,5.673677547,0.881492815,0.624070372,7.343151858,2.083558818,1.37386273,0.697274727,0.334571324,0.010158367,11.44428562,7.793503415,17.71034464,9.856206519,7.686026627,2.191161542,0.796662284,0.164916746,4.030065179,0.093001826,0.185796176,0.174103692,0.114032053,0.021619819,0.153995712,0.335026288,3.097868906,0.267883146,2.732694274,0.147632441,9.614198311,0.1465133,0.358173645,0.068489291,0.158204624,35.91879915,2.389740453,0.984129354,47.63502717,11.80727708,4.479982792,0.222689858,52.80513406,18.12987557,29.84612934,14.93012264,0.010213104,199.3521415,4.90E-02
2050,0.014967688,0.006295597,0.059596426,0.003605683,0.0029942,0.627805455,0.011893688,1.804699755,1.606525057,1.880317999,3.012486981,5.722281321,0.889269209,0.628220808,7.367547038,2.104415802,1.387098245,0.707527351,0.33691806,0.010243641,11.52596743,7.840297623,17.85951396,9.919798528,7.732012766,2.195414789,0.802556051,0.166058294,4.055952019,0.093786626,0.18638194,0.175021689,0.11490547,0.021793063,0.154779423,0.336170057,3.110496358,0.269234994,2.75654166,0.148969444,9.657114717,0.1467909,0.358249668,0.069019161,0.159636678,35.88085623,2.388685679,0.983951106,47.64127075,11.80971811,4.480597189,0.222649538,52.84522358,18.14894585,29.84391151,14.92884396,0.010215519,199.3404623,4.80E-02
2051,0.015002817,0.006300875,0.059886352,0.003616844,0.003029801,0.63589914,0.012024696,1.81505784,1.613682075,1.897230096,3.025941392,5.770885094,0.897045604,0.632371243,7.391942217,2.125272786,1.40033376,0.717779976,0.339264797,0.010328915,11.60764925,7.88709183,18.00868328,9.983390538,7.777998905,2.199668035,0.808449818,0.167199842,4.081838858,0.094571426,0.186967703,0.175939685,0.115778886,0.021966307,0.155563135,0.337313825,3.123123811,0.270586842,2.780389047,0.150306447,9.700031123,0.1470685,0.358325691,0.069549032,0.161068733,35.8429133,2.387630906,0.983772858,47.64751434,11.81215915,4.481211585,0.222609217,52.88531311,18.16801613,29.84169368,14.92756528,0.010217933,199.328783,4.71E-02
2052,0.015037947,0.006306153,0.060176277,0.003628005,0.003065402,0.643992825,0.012155703,1.825415925,1.620839094,1.914142192,3.039395802,5.819488868,0.904821999,0.636521679,7.416337396,2.14612977,1.413569275,0.7280326,0.341611534,0.010414189,11.68933106,7.933886038,18.1578526,10.04698255,7.823985043,2.203921281,0.814343585,0.168341391,4.107725698,0.095356226,0.187553466,0.176857681,0.116652303,0.022139552,0.156346846,0.338457594,3.135751264,0.271938691,2.804236434,0.151643451,9.742947528,0.1473461,0.358401713,0.070078902,0.162500787,35.80497038,2.386576132,0.983594609,47.65375792,11.81460019,4.481825981,0.222568896,52.92540264,18.18708642,29.83947585,14.9262866,0.010220348,199.3171038,4.61E-02
2053,0.015073076,0.006311431,0.060466203,0.003639166,0.003101003,0.652086509,0.012286711,1.835774009,1.627996113,1.931054288,3.052850212,5.868092642,0.912598394,0.640672115,7.440732575,2.166986754,1.426804791,0.738285224,0.343958271,0.010499462,11.77101287,7.980680245,18.30702192,10.11057456,7.869971182,2.208174527,0.820237352,0.169482939,4.133612538,0.096141027,0.188139229,0.177775677,0.11752572,0.022312796,0.157130557,0.339601363,3.148378717,0.273290539,2.828083821,0.152980454,9.785863934,0.1476237,0.358477736,0.070608772,0.163932842,35.76702745,2.385521358,0.983416361,47.66000151,11.81704123,4.482440377,0.222528575,52.96549217,18.2061567,29.83725802,14.92500792,0.010222763,199.3054245,4.51E-02
2054,0.015108205,0.006316709,0.060756128,0.003650327,0.003136604,0.660180194,0.012417718,1.846132094,1.635153132,1.947966385,3.066304623,5.916696415,0.920374789,0.644822551,7.465127755,2.187843738,1.440040306,0.748537848,0.346305008,0.010584736,11.85269468,8.027474453,18.45619125,10.17416657,7.915957321,2.212427774,0.826131119,0.170624487,4.159499377,0.096925827,0.188724992,0.178693674,0.118399136,0.02248604,0.157914268,0.340745132,3.16100617,0.274642387,2.851931208,0.154317457,9.82878034,0.1479013,0.358553758,0.071138643,0.165364896,35.72908453,2.384466585,0.983238113,47.66624509,11.81948226,4.483054774,0.222488255,53.0055817,18.22522698,29.83504019,14.92372925,0.010225177,199.2937453,4.42E-02
2055,0.015143335,0.006321987,0.061046054,0.003661488,0.003172205,0.668273879,0.012548726,1.856490179,1.642310151,1.964878481,3.079759033,5.965300189,0.928151183,0.648972987,7.489522934,2.208700722,1.453275821,0.758790472,0.348651744,0.01067001,11.93437649,8.07426866,18.60536057,10.23775858,7.961943459,2.21668102,0.832024886,0.171766035,4.185386217,0.097710627,0.189310756,0.17961167,0.119272553,0.022659285,0.158697979,0.341888901,3.173633623,0.275994235,2.875778594,0.15565446,9.871696745,0.1481789,0.358629781,0.071668513,0.16679695,35.6911416,2.383411811,0.983059865,47.67248868,11.8219233,4.48366917,0.222447934,53.04567123,18.24429726,29.83282236,14.92245057,0.010227592,199.282066,4.32E-02
2056,0.015178464,0.006327266,0.061335979,0.00367265,0.003207806,0.676367564,0.012679734,1.866848264,1.64946717,1.981790578,3.093213443,6.013903962,0.935927578,0.653123423,7.513918113,2.229557706,1.466511336,0.769043096,0.350998481,0.010755284,12.0160583,8.121062868,18.75452989,10.30135058,8.007929598,2.220934266,0.837918653,0.172907583,4.211273057,0.098495428,0.189896519,0.180529666,0.120145969,0.022832529,0.15948169,0.34303267,3.186261075,0.277346083,2.899625981,0.156991463,9.914613151,0.1484565,0.358705804,0.072198383,0.168229005,35.65319868,2.382357038,0.982881617,47.67873226,11.82436434,4.484283566,0.222407613,53.08576075,18.26336755,29.83060453,14.92117189,0.010230007,199.2703868,4.23E-02
2057,0.015213594,0.006332544,0.061625905,0.003683811,0.003243407,0.684461249,0.012810741,1.877206349,1.656624189,1.998702674,3.106667854,6.062507736,0.943703973,0.657273858,7.538313292,2.25041469,1.479746851,0.77929572,0.353345218,0.010840557,12.09774011,8.167857075,18.90369921,10.36494259,8.053915737,2.225187512,0.84381242,0.174049131,4.237159896,0.099280228,0.190482282,0.181447662,0.121019386,0.023005773,0.160265401,0.344176439,3.198888528,0.278697931,2.923473368,0.158328466,9.957529557,0.1487341,0.358781826,0.072728254,0.169661059,35.61525575,2.381302264,0.982703369,47.68497585,11.82680538,4.484897962,0.222367292,53.12585028,18.28243783,29.8283867,14.91989321,0.010232421,199.2587075,4.13E-02
2058,0.015248723,0.006337822,0.06191583,0.003694972,0.003279008,0.692554934,0.012941749,1.887564434,1.663781208,2.015614771,3.120122264,6.111111509,0.951480368,0.661424294,7.562708472,2.271271674,1.492982366,0.789548344,0.355691955,0.010925831,12.17942192,8.214651283,19.05286853,10.4285346,8.099901875,2.229440758,0.849706187,0.175190679,4.263046736,0.100065028,0.191068045,0.182365658,0.121892803,0.023179018,0.161049112,0.345320208,3.211515981,0.280049779,2.947320755,0.159665469,10.00044596,0.1490117,0.358857849,0.073258124,0.171093114,35.57731283,2.380247491,0.982525121,47.69121943,11.82924642,4.485512358,0.222326972,53.16593981,18.30150811,29.82616887,14.91861453,0.010234836,199.2470283,4.03E-02
2059,0.015283853,0.0063431,0.062205756,0.003706133,0.003314609,0.700648619,0.013072757,1.897922519,1.670938226,2.032526867,3.133576675,6.159715283,0.959256763,0.66557473,7.587103651,2.292128658,1.506217881,0.799800969,0.358038692,0.011011105,12.26110374,8.261445491,19.20203785,10.49212661,8.145888014,2.233694005,0.855599954,0.176332227,4.288933575,0.100849828,0.191653808,0.183283655,0.122766219,0.023352262,0.161832824,0.346463976,3.224143434,0.281401627,2.971168142,0.161002472,10.04336237,0.1492893,0.358933872,0.073787995,0.172525168,35.53936991,2.379192717,0.982346873,47.69746302,11.83168745,4.486126755,0.222286651,53.20602934,18.3205784,29.82395104,14.91733585,0.01023725,199.2353491,3.94E-02
2060,0.015318982,0.006348378,0.062495681,0.003717294,0.00335021,0.708742304,0.013203764,1.908280604,1.678095245,2.049438963,3.147031085,6.208319057,0.967033158,0.669725166,7.61149883,2.312985642,1.519453396,0.810053593,0.360385428,0.011096379,12.34278555,8.308239698,19.35120717,10.55571862,8.191874153,2.237947251,0.861493721,0.177473775,4.314820415,0.101634629,0.192239572,0.184201651,0.123639636,0.023525506,0.162616535,0.347607745,3.236770887,0.282753475,2.995015528,0.162339475,10.08627877,0.1495669,0.359009894,0.074317865,0.173957223,35.50142698,2.378137943,0.982168625,47.7037066,11.83412849,4.486741151,0.22224633,53.24611887,18.33964868,29.82173321,14.91605717,0.010239665,199.2236698,3.84E-02
2061,0.015354111,0.006353656,0.062785607,0.003728455,0.003385811,0.716835989,0.013334772,1.918638689,1.685252264,2.06635106,3.160485495,6.25692283,0.974809552,0.673875602,7.635894009,2.333842625,1.532688911,0.820306217,0.362732165,0.011181652,12.42446736,8.355033906,19.50037649,10.61931063,8.237860292,2.242200497,0.867387488,0.178615324,4.340707255,0.102419429,0.192825335,0.185119647,0.124513052,0.023698751,0.163400246,0.348751514,3.24939834,0.284105324,3.018862915,0.163676479,10.12919518,0.1498445,0.359085917,0.074847735,0.175389277,35.46348406,2.37708317,0.981990376,47.70995019,11.83656953,4.487355547,0.222206009,53.2862084,18.35871896,29.81951538,14.91477849,0.01024208,199.2119906,3.75E-02
2062,0.015389241,0.006358934,0.063075532,0.003739616,0.003421412,0.724929674,0.01346578,1.928996774,1.692409283,2.083263156,3.173939906,6.305526604,0.982585947,0.678026038,7.660289189,2.354699609,1.545924426,0.830558841,0.365078902,0.011266926,12.50614917,8.401828113,19.64954581,10.68290264,8.28384643,2.246453743,0.873281255,0.179756872,4.366594094,0.103204229,0.193411098,0.186037643,0.125386469,0.023871995,0.164183957,0.349895283,3.262025792,0.285457172,3.042710302,0.165013482,10.17211158,0.1501221,0.35916194,0.075377606,0.176821332,35.42554113,2.376028396,0.981812128,47.71619377,11.83901057,4.487969943,0.222165689,53.32629792,18.37778925,29.81729755,14.91349981,0.010244494,199.2003113,3.65E-02
2063,0.01542437,0.006364213,0.063365458,0.003750778,0.003457013,0.733023358,0.013596787,1.939354858,1.699566302,2.100175253,3.187394316,6.354130377,0.990362342,0.682176474,7.684684368,2.375556593,1.559159942,0.840811465,0.367425639,0.0113522,12.58783098,8.448622321,19.79871513,10.74649465,8.329832569,2.25070699,0.879175022,0.18089842,4.392480934,0.10398903,0.193996861,0.18695564,0.126259886,0.024045239,0.164967668,0.351039052,3.274653245,0.28680902,3.066557689,0.166350485,10.21502799,0.1503997,0.359237962,0.075907476,0.178253386,35.38759821,2.374973623,0.98163388,47.72243736,11.8414516,4.48858434,0.222125368,53.36638745,18.39685953,29.81507972,14.91222113,0.010246909,199.1886321,3.55E-02
2064,0.0154595,0.006369491,0.063655383,0.003761939,0.003492614,0.741117043,0.013727795,1.949712943,1.706723321,2.117087349,3.200848726,6.402734151,0.998138737,0.686326909,7.709079547,2.396413577,1.572395457,0.851064089,0.369772375,0.011437474,12.66951279,8.495416528,19.94788445,10.81008666,8.375818708,2.254960236,0.885068789,0.182039968,4.418367774,0.10477383,0.194582625,0.187873636,0.127133302,0.024218484,0.165751379,0.352182821,3.287280698,0.288160868,3.090405075,0.167687488,10.2579444,0.1506773,0.359313985,0.076437346,0.17968544,35.34965528,2.373918849,0.981455632,47.72868094,11.84389264,4.489198736,0.222085047,53.40647698,18.41592981,29.81286189,14.91094245,0.010249324,199.1769528,3.46E-02
2065,0.015494629,0.006374769,0.063945308,0.0037731,0.003528215,0.749210728,0.013858803,1.960071028,1.71388034,2.133999445,3.214303137,6.451337925,1.005915132,0.690477345,7.733474726,2.417270561,1.585630972,0.861316713,0.372119112,0.011522747,12.7511946,8.542210736,20.09705377,10.87367867,8.421804846,2.259213482,0.890962556,0.183181516,4.444254613,0.10555863,0.195168388,0.188791632,0.128006719,0.024391728,0.16653509,0.35332659,3.299908151,0.289512716,3.114252462,0.169024491,10.3008608,0.1509549,0.359390008,0.076967217,0.181117495,35.31171236,2.372864075,0.981277384,47.73492453,11.84633368,4.489813132,0.222044726,53.44656651,18.43500009,29.81064406,14.90966377,0.010251738,199.1652736,3.36E-02
