<HEADER software/>,,,
EwEVersion,6.7.0.17300 (compiled 6/04/2021),,
Date,29/6/2021 16:45,,
<HEADER ecopath/>,,,
ModelName,SEF2021,,
<HEADER ecosim/>,,,
EcosimScenario,base model 2B,,
TimeSeries,Time Series SEF2020rev,,
StartYear,1994,,
<HEADER end/>,,,
,,,
Data,MortFleetGroup,,
,,,
year,fleet,group,value
1998,4,12,7.27E-05
1998,4,13,8.16E-05
1998,4,14,0.002014938
1998,4,15,1.46E-05
1998,4,16,0.000716448
1998,4,17,0.007675275
1998,4,18,0.001060133
1998,4,19,0.000882975
1998,4,20,0.000184956
1998,4,21,1.37E-05
1998,4,22,2.19E-05
1998,4,23,4.05E-05
1998,4,24,6.74E-06
1998,4,25,2.66E-06
1998,4,26,6.70E-05
1998,4,27,0.002241971
1998,4,28,0.000383058
1998,4,29,0.008213538
1998,4,40,5.68E-05
1998,4,42,4.22E-05
1998,4,43,0.001092537
1998,4,45,9.24E-06
1998,4,47,0.000123455
1998,4,48,0.000193146
1998,4,49,1.95E-05
1998,4,50,0.000170267
1998,4,52,5.34E-06
1998,5,3,6.94E-05
1998,5,8,3.65E-05
1998,5,9,9.00E-06
1998,5,10,0.00052794
1998,5,12,1.94E-05
1998,5,13,0.000775861
1998,5,14,0.000327063
1998,5,15,1.61E-06
1998,5,16,2.91E-06
1998,5,17,0.000531825
1998,5,18,0.000111818
1998,5,19,0.000274416
1998,5,20,1.38E-05
1998,5,21,9.89E-07
1998,5,22,4.11E-07
1998,5,23,2.16E-07
1998,5,24,1.13E-08
1998,5,25,4.64E-07
1998,5,26,0.000158264
1998,5,27,6.71E-05
1998,5,29,3.45E-05
1998,5,30,1.84E-05
1998,5,31,0.000499549
1998,5,33,2.46E-05
1998,5,47,2.29E-05
1998,5,48,6.51E-06
1998,5,49,2.34E-06
1998,5,50,3.35E-05
1998,5,52,7.20E-08
1998,7,47,6.54E-06
1998,8,8,7.83E-07
1998,8,13,0.005449437
1998,8,16,3.07E-05
1998,8,24,2.49E-06
1998,8,27,0.004124808
1998,8,29,9.21E-07
1998,8,47,1.69E-05
1998,8,50,5.39E-05
1998,9,8,0.005292203
1998,9,9,0.008268312
1998,9,10,0.000218008
1998,9,12,5.89E-07
1998,9,13,0.00020534
1998,9,14,0.001174519
1998,9,15,1.24E-05
1998,9,16,0.000353852
1998,9,17,0.03898212
1998,9,18,8.95E-05
1998,9,19,3.43E-05
1998,9,20,0.004499965
1998,9,21,0.000136259
1998,9,22,0.004680511
1998,9,24,0.002217747
1998,9,25,4.90E-06
1998,9,26,0.00599261
1998,9,27,0.001865499
1998,9,28,0.000378526
1998,9,29,2.32E-05
1998,9,30,7.16E-06
1998,9,35,2.64E-05
1998,9,40,1.30E-05
1998,9,42,1.61E-05
1998,9,43,5.48E-05
1998,9,45,1.50E-06
1998,10,6,0.04080676
1998,10,7,0.05737889
1998,10,8,1.04E-05
1998,10,29,9.02E-05
1998,10,43,0.000100899
1998,10,45,0.000294212
1998,11,6,0.05362931
1998,11,7,0.03041929
1998,11,8,0.001058287
1998,11,9,0.000130336
1998,11,10,0.00040017
1998,11,12,2.25E-05
1998,11,15,1.75E-05
1998,11,17,0.01804997
1998,11,24,5.60E-05
1998,11,25,5.15E-06
1998,11,26,0.000932538
1998,11,27,0.000498022
1998,11,28,0.001779431
1998,11,29,0.001828341
1998,11,38,3.58E-06
1998,11,41,4.75E-06
1998,11,42,0.003244145
1998,11,43,0.02119762
1998,11,45,0.0397853
1998,11,47,9.73E-05
1998,12,11,4.43E-06
1998,12,15,1.67E-06
1998,12,41,1.38E-06
1999,1,3,0.01037394
1999,1,8,0.004517331
1999,1,9,0.003374823
1999,1,10,0.06201885
1999,1,11,4.21E-06
1999,1,12,0.01303617
1999,1,13,0.03165608
1999,1,14,0.02653351
1999,1,15,0.002205552
1999,1,16,0.01661135
1999,1,17,0.06232266
1999,1,18,0.02599612
1999,1,19,0.03559512
1999,1,20,0.09126628
1999,1,21,0.00014776
1999,1,22,1.59E-06
1999,1,23,3.59E-06
1999,1,24,0.002204711
1999,1,25,0.000138449
1999,1,26,0.005016372
1999,1,27,0.003089163
1999,1,29,0.009865287
1999,1,30,0.006203456
1999,1,31,0.03059475
1999,1,32,0.03481007
1999,1,33,0.005081844
1999,1,34,0.05391767
1999,1,35,0.001313571
1999,1,36,0.005297933
1999,1,37,0.003216367
1999,1,38,0.00261851
1999,1,39,6.67E-08
1999,1,40,0.04985892
1999,1,42,0.000531118
1999,1,43,3.76E-05
1999,1,46,2.03E-08
1999,1,47,0.001091533
1999,1,49,2.31E-05
1999,1,50,0.00093146
1999,1,52,4.23E-06
1999,2,6,0.003448829
1999,2,8,0.005067933
1999,2,9,4.57E-07
1999,2,10,0.009379697
1999,2,12,1.11E-07
1999,2,13,0.001666146
1999,2,14,4.40E-05
1999,2,15,0.001419761
1999,2,16,3.08E-06
1999,2,17,1.62E-05
1999,2,18,5.60E-05
1999,2,22,6.32E-08
1999,2,24,6.73E-06
1999,2,26,0.00040961
1999,2,27,0.001792651
1999,2,28,6.07E-05
1999,2,29,0.000235522
1999,2,30,0.01281793
1999,2,31,0.00020752
1999,2,37,9.15E-08
1999,2,38,0.000155216
1999,2,40,0.000398504
1999,2,41,0.008727522
1999,2,42,0.000293693
1999,2,43,0.05250622
1999,2,45,6.89E-05
1999,2,47,5.11E-06
1999,2,48,2.43E-06
1999,2,50,1.41E-07
1999,3,6,0.05013834
1999,3,7,0.01088028
1999,3,8,5.64E-05
1999,3,9,1.64E-06
1999,3,13,0.00066073
1999,3,16,1.77E-07
1999,3,17,1.81E-07
1999,3,18,5.12E-05
1999,3,19,0.000267573
1999,3,24,5.27E-06
1999,3,25,5.35E-08
1999,3,26,2.48E-05
1999,3,27,0.002943229
1999,3,28,1.93E-05
1999,3,29,4.43E-05
1999,3,30,0.007567145
1999,3,31,3.62E-07
1999,3,40,0.001054166
1999,3,41,1.31E-06
1999,3,42,3.26E-05
1999,3,43,0.000415398
1999,3,45,0.000100515
1999,3,47,1.79E-07
1999,4,3,0.000718604
1999,4,6,5.66E-07
1999,4,7,0.000145637
1999,4,8,0.001202633
1999,4,9,0.000257704
1999,4,10,4.52E-05
1999,4,12,5.42E-05
1999,4,13,6.09E-05
1999,4,14,0.001503195
1999,4,15,1.09E-05
1999,4,16,0.000534488
1999,4,17,0.00572595
1999,4,18,0.000790886
1999,4,19,0.000658721
1999,4,20,0.000137982
1999,4,21,1.02E-05
1999,4,22,1.64E-05
1999,4,23,3.02E-05
1999,4,24,5.03E-06
1999,4,25,1.98E-06
1999,4,26,5.00E-05
1999,4,27,0.001672568
1999,4,28,0.000285771
1999,4,29,0.006127507
1999,4,40,4.24E-05
1999,4,42,3.15E-05
1999,4,43,0.000815061
1999,4,45,6.90E-06
1999,4,47,9.21E-05
1999,4,48,0.000144092
1999,4,49,1.46E-05
1999,4,50,0.000127024
1999,4,52,3.99E-06
1999,5,3,0.000115735
1999,5,8,6.08E-05
1999,5,9,1.50E-05
1999,5,10,0.0008799
1999,5,12,3.23E-05
1999,5,13,0.001293101
1999,5,14,0.000545105
1999,5,15,2.68E-06
1999,5,16,4.85E-06
1999,5,17,0.000886375
1999,5,18,0.000186364
1999,5,19,0.00045736
1999,5,20,2.31E-05
1999,5,21,1.65E-06
1999,5,22,6.85E-07
1999,5,23,3.59E-07
1999,5,24,1.89E-08
1999,5,25,7.73E-07
1999,5,26,0.000263773
1999,5,27,0.000111816
1999,5,29,5.75E-05
1999,5,30,3.06E-05
1999,5,31,0.000832582
1999,5,33,4.10E-05
1999,5,47,3.82E-05
1999,5,48,1.09E-05
1999,5,49,3.90E-06
1999,5,50,5.58E-05
1999,5,52,1.20E-07
1999,7,47,9.87E-05
1999,8,8,3.31E-07
1999,8,13,0.002303371
1999,8,16,1.30E-05
1999,8,24,1.05E-06
1999,8,27,0.001743475
1999,8,29,3.89E-07
1999,8,47,7.14E-06
1999,8,50,2.28E-05
1999,9,8,0.005162071
1999,9,9,0.008065
1999,9,10,0.000212647
1999,9,12,5.75E-07
1999,9,13,0.000200291
1999,9,14,0.001145638
1999,9,15,1.21E-05
1999,9,16,0.000345151
1999,9,17,0.03802358
1999,9,18,8.73E-05
1999,9,19,3.34E-05
1999,9,20,0.004389315
1999,9,21,0.000132908
1999,9,22,0.004565421
1999,9,24,0.002163214
1999,9,25,4.78E-06
1999,9,26,0.005845256
1999,9,27,0.001819627
1999,9,28,0.000369218
1999,9,29,2.26E-05
1999,9,30,6.99E-06
1999,9,35,2.57E-05
1999,9,40,1.27E-05
1999,9,42,1.57E-05
1999,9,43,5.35E-05
1999,9,45,1.46E-06
1999,10,6,0.02662452
1999,10,7,0.03743707
1999,10,8,6.78E-06
1999,10,29,5.89E-05
1999,10,43,6.58E-05
1999,10,45,0.00019196
1999,11,6,0.05362931
1999,11,7,0.03041929
1999,11,8,0.001058287
1999,11,9,0.000130336
1999,11,10,0.00040017
1999,11,12,2.25E-05
1999,11,15,1.75E-05
1999,11,17,0.01804997
1999,11,24,5.60E-05
1999,11,25,5.15E-06
1999,11,26,0.000932537
1999,11,27,0.000498022
1999,11,28,0.001779431
1999,11,29,0.001828341
1999,11,38,3.58E-06
1999,11,41,4.75E-06
1999,11,42,0.003244145
1999,11,43,0.02119762
1999,11,45,0.0397853
1999,11,47,9.73E-05
1999,12,11,4.43E-06
1999,12,15,1.67E-06
1999,12,41,1.38E-06
2000,1,3,0.01202858
2000,1,8,0.005237841
2000,1,9,0.003913105
2000,1,10,0.0719108
2000,1,11,4.88E-06
2000,1,12,0.01511543
2000,1,13,0.0367052
2000,1,14,0.03076559
2000,1,15,0.002557336
2000,1,16,0.01926085
2000,1,17,0.07226307
2000,1,18,0.03014249
2000,1,19,0.04127252
2000,1,20,0.1058232
2000,1,21,0.000171327
2000,1,22,1.84E-06
2000,1,23,4.17E-06
2000,1,24,0.00255636
2000,1,25,0.000160531
2000,1,26,0.00581648
2000,1,27,0.003581882
2000,1,29,0.01143879
2000,1,30,0.007192903
2000,1,31,0.03547459
2000,1,32,0.04036224
2000,1,33,0.005892394
2000,1,34,0.0625175
2000,1,35,0.001523085
2000,1,36,0.006142951
2000,1,37,0.003729375
2000,1,38,0.00303616
2000,1,39,7.74E-08
2000,1,40,0.05781138
2000,1,42,0.000615831
2000,1,43,4.36E-05
2000,1,46,2.35E-08
2000,1,47,0.001265632
2000,1,49,2.68E-05
2000,1,50,0.001080028
2000,1,52,4.90E-06
2000,2,6,0.003324995
2000,2,8,0.004885962
2000,2,9,4.41E-07
2000,2,10,0.009042905
2000,2,12,1.07E-07
2000,2,13,0.00160632
2000,2,14,4.24E-05
2000,2,15,0.001368783
2000,2,16,2.97E-06
2000,2,17,1.56E-05
2000,2,18,5.40E-05
2000,2,22,6.10E-08
2000,2,24,6.49E-06
2000,2,26,0.000394902
2000,2,27,0.001728283
2000,2,28,5.86E-05
2000,2,29,0.000227065
2000,2,30,0.01235768
2000,2,31,0.000200069
2000,2,37,8.82E-08
2000,2,38,0.000149642
2000,2,40,0.000384195
2000,2,41,0.008414149
2000,2,42,0.000283147
2000,2,43,0.05062092
2000,2,45,6.65E-05
2000,2,47,4.92E-06
2000,2,48,2.34E-06
2000,2,50,1.36E-07
2000,3,6,0.06821852
2000,3,7,0.01480378
2000,3,8,7.68E-05
2000,3,9,2.23E-06
2000,3,13,0.000898993
2000,3,16,2.40E-07
2000,3,17,2.46E-07
2000,3,18,6.97E-05
2000,3,19,0.000364061
2000,3,24,7.16E-06
2000,3,25,7.28E-08
2000,3,26,3.37E-05
2000,3,27,0.004004576
2000,3,28,2.62E-05
2000,3,29,6.03E-05
2000,3,30,0.01029591
2000,3,31,4.93E-07
2000,3,40,0.001434306
2000,3,41,1.78E-06
2000,3,42,4.44E-05
2000,3,43,0.000565193
2000,3,45,0.000136761
2000,3,47,2.44E-07
2000,4,3,0.001182493
2000,4,6,9.32E-07
2000,4,7,0.000239651
2000,4,8,0.001978982
2000,4,9,0.000424062
2000,4,10,7.44E-05
2000,4,12,8.92E-05
2000,4,13,0.000100159
2000,4,14,0.002473568
2000,4,15,1.79E-05
2000,4,16,0.000879522
2000,4,17,0.009422285
2000,4,18,0.001301436
2000,4,19,0.001083953
2000,4,20,0.000227055
2000,4,21,1.68E-05
2000,4,22,2.69E-05
2000,4,23,4.98E-05
2000,4,24,8.28E-06
2000,4,25,3.26E-06
2000,4,26,8.23E-05
2000,4,27,0.002752278
2000,4,28,0.000470248
2000,4,29,0.01008307
2000,4,40,6.97E-05
2000,4,42,5.18E-05
2000,4,43,0.001341216
2000,4,45,1.13E-05
2000,4,47,0.000151556
2000,4,48,0.000237109
2000,4,49,2.39E-05
2000,4,50,0.000209023
2000,4,52,6.56E-06
2000,5,3,0.000154314
2000,5,8,8.11E-05
2000,5,9,2.00E-05
2000,5,10,0.0011732
2000,5,12,4.31E-05
2000,5,13,0.001724135
2000,5,14,0.000726807
2000,5,15,3.57E-06
2000,5,16,6.46E-06
2000,5,17,0.001181833
2000,5,18,0.000248485
2000,5,19,0.000609814
2000,5,20,3.08E-05
2000,5,21,2.20E-06
2000,5,22,9.14E-07
2000,5,23,4.79E-07
2000,5,24,2.52E-08
2000,5,25,1.03E-06
2000,5,26,0.000351698
2000,5,27,0.000149088
2000,5,29,7.67E-05
2000,5,30,4.08E-05
2000,5,31,0.001110109
2000,5,33,5.47E-05
2000,5,47,5.10E-05
2000,5,48,1.45E-05
2000,5,49,5.20E-06
2000,5,50,7.43E-05
2000,5,52,1.60E-07
2000,6,50,0.000446246
2000,7,47,8.40E-05
2000,8,8,7.40E-07
2000,8,13,0.005149812
2000,8,16,2.90E-05
2000,8,24,2.36E-06
2000,8,27,0.003898014
2000,8,29,8.71E-07
2000,8,47,1.60E-05
2000,8,50,5.09E-05
2000,9,8,0.004153416
2000,9,9,0.00648912
2000,9,10,0.000171097
2000,9,12,4.62E-07
2000,9,13,0.000161154
2000,9,14,0.000921783
2000,9,15,9.70E-06
2000,9,16,0.000277709
2000,9,17,0.03059387
2000,9,18,7.03E-05
2000,9,19,2.69E-05
2000,9,20,0.003531654
2000,9,21,0.000106938
2000,9,22,0.00367335
2000,9,24,0.001740528
2000,9,25,3.84E-06
2000,9,26,0.004703108
2000,9,27,0.001464077
2000,9,28,0.000297074
2000,9,29,1.82E-05
2000,9,30,5.62E-06
2000,9,35,2.07E-05
2000,9,40,1.02E-05
2000,9,42,1.26E-05
2000,9,43,4.30E-05
2000,9,45,1.18E-06
2000,10,6,0.02426081
2000,10,7,0.03411343
2000,10,8,6.18E-06
2000,10,29,5.36E-05
2000,10,43,6.00E-05
2000,10,45,0.000174918
2000,11,6,0.05362931
2000,11,7,0.03041929
2000,11,8,0.001058287
2000,11,9,0.000130336
2000,11,10,0.00040017
2000,11,12,2.25E-05
2000,11,15,1.75E-05
2000,11,17,0.01804997
2000,11,24,5.60E-05
2000,11,25,5.15E-06
2000,11,26,0.000932538
2000,11,27,0.000498022
2000,11,28,0.001779431
2000,11,29,0.001828341
2000,11,38,3.58E-06
2000,11,41,4.75E-06
2000,11,42,0.003244145
2000,11,43,0.02119762
2000,11,45,0.0397853
2000,11,47,9.73E-05
2000,12,11,4.43E-06
2000,12,15,1.67E-06
2000,12,41,1.38E-06
