<HEADER software/>,,,
EwEVersion,6.7.0.17300 (compiled 6/04/2021),,
Date,29/6/2021 16:45,,
<HEADER ecopath/>,,,
ModelName,SEF2021,,
<HEADER ecosim/>,,,
EcosimScenario,base model 2B,,
TimeSeries,Time Series SEF2020rev,,
StartYear,1994,,
<HEADER end/>,,,
,,,
Data,Landings,,
,,,
year,fleet,group,value
1996,1,8,0.000844759
1996,1,9,0.001272608
1996,1,10,0.05818403
1996,1,11,1.02E-05
1996,1,12,0.02183011
1996,1,13,0.01514579
1996,1,14,0.007753221
1996,1,15,0.00085778
1996,1,16,0.01641355
1996,1,17,0.0402567
1996,1,18,0.002029688
1996,1,19,0.003880133
1996,1,20,0.000506624
1996,1,22,8.63E-06
1996,1,24,5.55E-05
1996,1,25,0.000391723
1996,1,26,0.001227947
1996,1,27,0.001361117
1996,1,29,0.01327778
1996,1,30,0.000337043
1996,1,31,0.005101174
1996,1,32,0.004418714
1996,1,33,0.000336057
1996,1,34,0.000697448
1996,1,35,7.60E-05
1996,1,36,0.000217909
1996,1,37,1.79E-06
1996,1,38,0.000321068
1996,1,40,0.002030452
1996,1,42,7.61E-05
1996,1,43,5.09E-06
1996,1,47,0.002937939
1996,1,50,0.01187379
1996,2,6,0.000401845
1996,2,8,0.004489768
1996,2,9,4.00E-07
1996,2,10,0.005972555
1996,2,12,2.39E-07
1996,2,13,0.000531463
1996,2,14,1.23E-05
1996,2,15,0.00611748
1996,2,16,2.06E-06
1996,2,17,7.01E-06
1996,2,18,5.11E-06
1996,2,22,2.40E-07
1996,2,24,3.09E-05
1996,2,26,0.000581675
1996,2,27,0.000584845
1996,2,28,4.48E-06
1996,2,29,0.000443209
1996,2,30,0.000459101
1996,2,31,2.28E-05
1996,2,37,1.60E-07
1996,2,38,2.18E-05
1996,2,40,2.09E-05
1996,2,41,0.04622051
1996,2,42,2.80E-05
1996,2,43,0.0131709
1996,2,45,3.75E-06
1996,2,47,9.07E-06
1996,2,48,1.77E-06
1996,2,50,1.20E-06
1996,3,6,0.01467119
1996,3,7,8.76E-05
1996,3,8,0.000125461
1996,3,9,3.60E-06
1996,3,13,0.00052928
1996,3,16,2.97E-07
1996,3,17,1.97E-07
1996,3,18,1.18E-05
1996,3,19,9.72E-05
1996,3,24,6.08E-05
1996,3,25,4.98E-07
1996,3,26,8.83E-05
1996,3,27,0.002411325
1996,3,28,3.60E-06
1996,3,29,0.000209255
1996,3,30,0.000680587
1996,3,31,1.00E-07
1996,3,40,0.0001388
1996,3,41,1.74E-05
1996,3,42,7.81E-06
1996,3,43,0.000261667
1996,3,45,1.38E-05
1996,3,47,7.96E-07
1996,4,6,1.01E-07
1996,4,7,7.14E-07
1996,4,8,0.000814693
1996,4,9,0.000172433
1996,4,10,2.15E-05
1996,4,12,8.89E-05
1996,4,13,1.48E-05
1996,4,14,0.000320633
1996,4,15,3.59E-05
1996,4,16,0.000271334
1996,4,17,0.001863335
1996,4,19,7.27E-05
1996,4,22,4.75E-05
1996,4,24,1.77E-05
1996,4,25,5.67E-06
1996,4,26,5.43E-05
1996,4,27,0.000417122
1996,4,28,3.25E-05
1996,4,29,0.008764505
1996,4,40,1.70E-06
1996,4,42,2.30E-06
1996,4,43,0.000156395
1996,4,45,5.73E-07
1996,4,47,0.000250005
1996,4,48,0.000160275
1996,4,49,0.000383657
1996,4,50,0.00082291
1996,5,8,0.000119368
1996,5,9,2.91E-05
1996,5,10,0.001208147
1996,5,12,0.000153806
1996,5,13,0.000908303
1996,5,14,0.000337083
1996,5,15,2.58E-05
1996,5,17,0.000836228
1996,5,18,3.79E-05
1996,5,19,0.000146271
1996,5,22,5.83E-06
1996,5,24,1.93E-07
1996,5,26,0.000830371
1996,5,27,8.11E-05
1996,5,29,0.000238797
1996,5,30,4.86E-06
1996,5,31,0.000202904
1996,5,33,8.73E-06
1996,5,47,0.00030096
1996,5,48,3.50E-05
1996,5,49,0.000297679
1996,5,50,0.001047661
1996,6,50,0.007270958
1996,8,8,2.04E-07
1996,8,13,0.000511673
1996,8,16,6.05E-06
1996,8,24,3.34E-06
1996,8,27,0.000392222
1996,8,29,5.10E-07
1996,8,47,8.72E-06
1996,8,50,0.000133752
1996,9,8,0.000548645
1996,9,9,2.43E-05
1996,9,10,0.000105883
1996,9,12,3.02E-07
1996,9,13,5.66E-05
1996,9,14,0.000312178
1996,9,15,3.38E-05
1996,9,16,0.000277516
1996,9,17,0.0195266
1996,9,19,2.99E-06
1996,9,20,2.00E-05
1996,9,22,0.02006299
1996,9,24,0.00016853
1996,9,25,3.02E-06
1996,9,26,0.000262899
1996,9,27,0.000663068
1996,9,28,3.33E-05
1996,9,29,4.85E-05
1996,9,30,3.04E-07
1996,9,42,1.01E-07
1996,9,43,1.63E-05
1996,9,45,9.65E-08
1996,10,6,0.004918857
1996,10,7,0.000190705
1996,10,8,9.47E-06
1996,10,29,0.000175947
1996,10,43,2.62E-05
1996,10,45,1.66E-05
1996,11,6,0.008574399
1996,11,7,0.000133836
1996,11,8,0.00128644
1996,11,9,0.000156524
1996,11,10,0.00034963
1996,11,12,3.18E-05
1996,11,15,6.57E-05
1996,11,17,0.00593993
1996,11,24,0.000251575
1996,11,25,2.07E-05
1996,11,26,0.001501344
1996,11,27,0.000178423
1996,11,28,0.000181524
1996,11,29,0.002820393
1996,11,38,5.42E-07
1996,11,41,3.40E-05
1996,11,42,0.000270204
1996,11,43,0.00477743
1996,11,45,0.001929166
1996,11,47,0.000227848
1996,12,11,9.72E-06
1996,12,15,9.85E-06
1996,12,41,1.00E-05
1997,1,8,0.000884517
1997,1,9,0.001333794
1997,1,10,0.05902006
1997,1,11,1.05E-05
1997,1,12,0.02280439
1997,1,13,0.01556677
1997,1,14,0.007999987
1997,1,15,0.000888305
1997,1,16,0.01698923
1997,1,17,0.04128924
1997,1,18,0.002033112
1997,1,19,0.004006259
1997,1,20,0.000522357
1997,1,22,9.05E-06
1997,1,24,5.79E-05
1997,1,25,0.000409199
1997,1,26,0.001288178
1997,1,27,0.001358814
1997,1,29,0.0139227
1997,1,30,0.000353854
1997,1,31,0.005343445
1997,1,32,0.004618716
1997,1,33,0.000352132
1997,1,34,0.000728562
1997,1,35,7.97E-05
1997,1,36,0.000228486
1997,1,37,1.87E-06
1997,1,38,0.000336328
1997,1,40,0.002119026
1997,1,42,7.99E-05
1997,1,43,5.34E-06
1997,1,47,0.00307284
1997,1,50,0.01245429
1997,2,6,0.000500337
1997,2,8,0.005606008
1997,2,9,5.00E-07
1997,2,10,0.00722458
1997,2,12,2.98E-07
1997,2,13,0.000651383
1997,2,14,1.51E-05
1997,2,15,0.007554667
1997,2,16,2.54E-06
1997,2,17,8.57E-06
1997,2,18,6.11E-06
1997,2,22,3.01E-07
1997,2,24,3.85E-05
1997,2,26,0.000727668
1997,2,27,0.000696245
1997,2,28,5.60E-06
1997,2,29,0.000554195
1997,2,30,0.000574781
1997,2,31,2.85E-05
1997,2,37,2.00E-07
1997,2,38,2.73E-05
1997,2,40,2.60E-05
1997,2,41,0.0579371
1997,2,42,3.51E-05
1997,2,43,0.01648918
1997,2,45,4.49E-06
1997,2,47,1.13E-05
1997,2,48,2.21E-06
1997,2,50,1.50E-06
1997,3,6,0.01461369
1997,3,7,8.78E-05
1997,3,8,0.000125322
1997,3,9,3.60E-06
1997,3,13,0.000518965
1997,3,16,2.93E-07
1997,3,17,1.93E-07
1997,3,18,1.13E-05
1997,3,19,9.57E-05
1997,3,24,6.05E-05
1997,3,25,4.96E-07
1997,3,26,8.84E-05
1997,3,27,0.002296503
1997,3,28,3.60E-06
1997,3,29,0.000209325
1997,3,30,0.000681661
1997,3,31,1.00E-07
1997,3,40,0.000138191
1997,3,41,1.74E-05
1997,3,42,7.82E-06
1997,3,43,0.000262073
1997,3,45,1.32E-05
1997,3,47,7.94E-07
1997,4,6,1.01E-07
1997,4,7,7.17E-07
1997,4,8,0.000813793
1997,4,9,0.00017241
1997,4,10,2.08E-05
1997,4,12,8.86E-05
1997,4,13,1.45E-05
1997,4,14,0.000315618
1997,4,15,3.54E-05
1997,4,16,0.00026793
1997,4,17,0.001823209
1997,4,19,7.16E-05
1997,4,22,4.76E-05
1997,4,24,1.76E-05
1997,4,25,5.65E-06
1997,4,26,5.43E-05
1997,4,27,0.000397259
1997,4,28,3.25E-05
1997,4,29,0.00876742
